"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",490
"São Paulo","Positivo / Detectável",191
"São Paulo","Inconclusivo / Indeterminado",4
Pernambuco,"Negativo / Não Detectável",224
Pernambuco,"Positivo / Detectável",130
Pernambuco,"Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável",265
"Paraná","Positivo / Detectável",18
"Rio de Janeiro","Positivo / Detectável",142
"Rio de Janeiro","Negativo / Não Detectável",95
"Rio de Janeiro","Inconclusivo / Indeterminado",9
Bahia,"Negativo / Não Detectável",213
Bahia,"Positivo / Detectável",28
"Espírito Santo","Negativo / Não Detectável",189
"Espírito Santo","Positivo / Detectável",51
"Minas Gerais","Negativo / Não Detectável",215
"Minas Gerais","Positivo / Detectável",7
"Minas Gerais","Inconclusivo / Indeterminado",4
"Ceará","Positivo / Detectável",114
"Ceará","Negativo / Não Detectável",95
"Ceará","Inconclusivo / Indeterminado",11
"Pará","Negativo / Não Detectável",71
"Pará","Positivo / Detectável",52
"Amapá","Negativo / Não Detectável",83
"Amapá","Positivo / Detectável",39
"Santa Catarina","Negativo / Não Detectável",101
"Santa Catarina","Positivo / Detectável",13
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",90
"Rio Grande do Sul","Positivo / Detectável",12
"Mato Grosso do Sul","Negativo / Não Detectável",96
"Mato Grosso do Sul","Positivo / Detectável",2
"Maranhão","Positivo / Detectável",63
"Maranhão","Negativo / Não Detectável",33
"Piauí","Negativo / Não Detectável",63
"Piauí","Positivo / Detectável",6
"Goiás","Negativo / Não Detectável",53
"Goiás","Positivo / Detectável",4
"Rondônia","Negativo / Não Detectável",50
"Rondônia","Positivo / Detectável",4
"Mato Grosso","Negativo / Não Detectável",50
Roraima,"Positivo / Detectável",32
Roraima,"Negativo / Não Detectável",12
Alagoas,"Negativo / Não Detectável",34
Alagoas,"Positivo / Detectável",8
Alagoas,"Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",43
"Rio Grande do Norte","Negativo / Não Detectável",36
"Rio Grande do Norte","Positivo / Detectável",6
Amazonas,"Negativo / Não Detectável",39
Amazonas,"Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",32
"Paraíba","Positivo / Detectável",8
Acre,"Negativo / Não Detectável",7
Acre,"Positivo / Detectável",3
Tocantins,"Negativo / Não Detectável",5
