"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",33
"São Paulo","Positivo / Detectável",11
"Paraná","Negativo / Não Detectável",30
"Paraná","Positivo / Detectável",6
Pernambuco,"Negativo / Não Detectável",28
"Rio Grande do Sul","Negativo / Não Detectável",26
Amazonas,"Negativo / Não Detectável",19
Amazonas,"Positivo / Detectável",2
"Minas Gerais","Negativo / Não Detectável",14
"Minas Gerais","Positivo / Detectável",2
"Goiás","Negativo / Não Detectável",11
"Goiás","Positivo / Detectável",3
Bahia,"Negativo / Não Detectável",12
"Mato Grosso do Sul","Negativo / Não Detectável",10
"Mato Grosso do Sul","Positivo / Detectável",2
Acre,"Negativo / Não Detectável",4
Acre,"Positivo / Detectável",2
"Maranhão","Negativo / Não Detectável",6
"Paraíba","Negativo / Não Detectável",6
"Santa Catarina","Negativo / Não Detectável",6
"Pará","Negativo / Não Detectável",5
"Rio Grande do Norte","Negativo / Não Detectável",4
"Rio Grande do Norte","Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",3
"Espírito Santo","Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",2
Sergipe,"Negativo / Não Detectável",2
Alagoas,"Negativo / Não Detectável",1
