"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.058"
"São Paulo","Positivo / Detectável",336
"São Paulo","Inconclusivo / Indeterminado",1
"Paraná","Negativo / Não Detectável",442
"Paraná","Positivo / Detectável",35
Bahia,"Negativo / Não Detectável",440
Bahia,"Positivo / Detectável",36
"Rio de Janeiro","Negativo / Não Detectável",266
"Rio de Janeiro","Positivo / Detectável",126
"Rio de Janeiro","Inconclusivo / Indeterminado",17
"Minas Gerais","Negativo / Não Detectável",310
"Minas Gerais","Positivo / Detectável",13
Amazonas,"Negativo / Não Detectável",119
Amazonas,"Positivo / Detectável",100
Amazonas,"Inconclusivo / Indeterminado",3
"Ceará","Negativo / Não Detectável",130
"Ceará","Positivo / Detectável",77
"Santa Catarina","Negativo / Não Detectável",178
"Santa Catarina","Positivo / Detectável",28
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",184
"Rio Grande do Sul","Positivo / Detectável",12
Pernambuco,"Negativo / Não Detectável",161
Pernambuco,"Positivo / Detectável",24
Pernambuco,"Inconclusivo / Indeterminado",2
"Espírito Santo","Negativo / Não Detectável",148
"Espírito Santo","Positivo / Detectável",19
"Maranhão","Negativo / Não Detectável",119
"Maranhão","Positivo / Detectável",40
"Rio Grande do Norte","Negativo / Não Detectável",118
"Rio Grande do Norte","Positivo / Detectável",24
"Pará","Negativo / Não Detectável",112
"Pará","Positivo / Detectável",29
"Mato Grosso do Sul","Negativo / Não Detectável",111
"Mato Grosso do Sul","Positivo / Detectável",11
"Amapá","Negativo / Não Detectável",98
"Amapá","Positivo / Detectável",15
"Piauí","Negativo / Não Detectável",89
"Piauí","Positivo / Detectável",13
"Goiás","Negativo / Não Detectável",80
"Goiás","Positivo / Detectável",10
"Mato Grosso","Negativo / Não Detectável",61
"Mato Grosso","Positivo / Detectável",19
"Rondônia","Negativo / Não Detectável",69
"Rondônia","Positivo / Detectável",1
Sergipe,"Negativo / Não Detectável",56
Sergipe,"Positivo / Detectável",5
"Paraíba","Negativo / Não Detectável",46
"Paraíba","Positivo / Detectável",10
Alagoas,"Negativo / Não Detectável",45
Alagoas,"Positivo / Detectável",3
Alagoas,"Inconclusivo / Indeterminado",1
Roraima,"Negativo / Não Detectável",18
Roraima,"Positivo / Detectável",8
Tocantins,"Negativo / Não Detectável",14
Tocantins,"Positivo / Detectável",5
Acre,"Negativo / Não Detectável",4
Acre,"Positivo / Detectável",2
