"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","4.495"
"Paraná","Positivo / Detectável",989
"Paraná","Inconclusivo / Indeterminado",7
"São Paulo","Negativo / Não Detectável","2.460"
"São Paulo","Positivo / Detectável",787
"São Paulo","Inconclusivo / Indeterminado",37
"Santa Catarina","Negativo / Não Detectável","1.619"
"Santa Catarina","Positivo / Detectável",686
Bahia,"Negativo / Não Detectável","1.171"
Bahia,"Positivo / Detectável",821
Bahia,"Inconclusivo / Indeterminado",94
"Rio Grande do Sul","Negativo / Não Detectável","1.480"
"Rio Grande do Sul","Positivo / Detectável",469
"Rio Grande do Sul","Inconclusivo / Indeterminado",11
"Ceará","Negativo / Não Detectável","1.653"
"Ceará","Positivo / Detectável",290
Pernambuco,"Negativo / Não Detectável","1.572"
Pernambuco,"Positivo / Detectável",362
"Rio de Janeiro","Negativo / Não Detectável","1.119"
"Rio de Janeiro","Positivo / Detectável",313
"Rio de Janeiro","Inconclusivo / Indeterminado",30
"Minas Gerais","Negativo / Não Detectável",826
"Minas Gerais","Positivo / Detectável",242
"Minas Gerais","Inconclusivo / Indeterminado",10
"Mato Grosso do Sul","Negativo / Não Detectável",666
"Mato Grosso do Sul","Positivo / Detectável",164
"Mato Grosso do Sul","Inconclusivo / Indeterminado",5
Sergipe,"Positivo / Detectável",469
Sergipe,"Negativo / Não Detectável",324
"Rio Grande do Norte","Negativo / Não Detectável",420
"Rio Grande do Norte","Positivo / Detectável",87
"Rio Grande do Norte","Inconclusivo / Indeterminado",2
"Pará","Negativo / Não Detectável",280
"Pará","Positivo / Detectável",137
"Pará","Inconclusivo / Indeterminado",5
"Rondônia","Negativo / Não Detectável",223
"Rondônia","Positivo / Detectável",104
"Rondônia","Inconclusivo / Indeterminado",3
Tocantins,"Negativo / Não Detectável",217
Tocantins,"Positivo / Detectável",67
"Paraíba","Negativo / Não Detectável",175
"Paraíba","Positivo / Detectável",51
"Goiás","Negativo / Não Detectável",139
"Goiás","Positivo / Detectável",68
Amazonas,"Negativo / Não Detectável",121
Amazonas,"Positivo / Detectável",67
Amazonas,"Inconclusivo / Indeterminado",2
"Maranhão","Negativo / Não Detectável",157
"Maranhão","Positivo / Detectável",17
"Mato Grosso","Negativo / Não Detectável",95
"Mato Grosso","Positivo / Detectável",25
Acre,"Negativo / Não Detectável",68
Acre,"Positivo / Detectável",24
Roraima,"Negativo / Não Detectável",63
Roraima,"Positivo / Detectável",28
Alagoas,"Negativo / Não Detectável",44
Alagoas,"Positivo / Detectável",17
"Distrito Federal","Negativo / Não Detectável",11
"Distrito Federal","Positivo / Detectável",3
"Espírito Santo","Negativo / Não Detectável",9
"Espírito Santo","Positivo / Detectável",3
"Piauí","Negativo / Não Detectável",7
"Piauí","Positivo / Detectável",1
"Amapá","Negativo / Não Detectável",6
