"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","4.552"
"Paraná","Positivo / Detectável","1.021"
"São Paulo","Negativo / Não Detectável","3.663"
"São Paulo","Positivo / Detectável","1.579"
"São Paulo","Inconclusivo / Indeterminado",11
"Ceará","Negativo / Não Detectável","2.794"
"Ceará","Positivo / Detectável",320
"Ceará","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável","1.402"
Bahia,"Positivo / Detectável",666
Bahia,"Inconclusivo / Indeterminado",44
"Rio Grande do Sul","Negativo / Não Detectável","1.619"
"Rio Grande do Sul","Positivo / Detectável",419
"Rio Grande do Sul","Inconclusivo / Indeterminado",20
Pernambuco,"Negativo / Não Detectável","1.476"
Pernambuco,"Positivo / Detectável",226
Pernambuco,"Inconclusivo / Indeterminado",3
"Santa Catarina","Negativo / Não Detectável","1.225"
"Santa Catarina","Positivo / Detectável",373
"Santa Catarina","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável",960
"Rio de Janeiro","Positivo / Detectável",325
"Rio de Janeiro","Inconclusivo / Indeterminado",18
"Espírito Santo","Negativo / Não Detectável",917
"Espírito Santo","Positivo / Detectável",389
"Espírito Santo","Inconclusivo / Indeterminado",4
"Minas Gerais","Negativo / Não Detectável",791
"Minas Gerais","Positivo / Detectável",240
"Minas Gerais","Inconclusivo / Indeterminado",9
"Piauí","Negativo / Não Detectável",697
"Piauí","Positivo / Detectável",206
"Mato Grosso do Sul","Negativo / Não Detectável",687
"Mato Grosso do Sul","Positivo / Detectável",188
"Mato Grosso do Sul","Inconclusivo / Indeterminado",6
Sergipe,"Negativo / Não Detectável",467
Sergipe,"Positivo / Detectável",197
"Rio Grande do Norte","Negativo / Não Detectável",404
"Rio Grande do Norte","Positivo / Detectável",76
"Rondônia","Negativo / Não Detectável",339
"Rondônia","Positivo / Detectável",88
Tocantins,"Negativo / Não Detectável",247
Tocantins,"Positivo / Detectável",113
"Goiás","Negativo / Não Detectável",252
"Goiás","Positivo / Detectável",67
"Pará","Negativo / Não Detectável",170
"Pará","Positivo / Detectável",61
Amazonas,"Negativo / Não Detectável",142
Amazonas,"Positivo / Detectável",60
Amazonas,"Inconclusivo / Indeterminado",1
"Mato Grosso","Negativo / Não Detectável",162
"Mato Grosso","Positivo / Detectável",35
"Paraíba","Negativo / Não Detectável",116
"Paraíba","Positivo / Detectável",29
"Maranhão","Negativo / Não Detectável",110
"Maranhão","Positivo / Detectável",10
Alagoas,"Negativo / Não Detectável",101
Alagoas,"Positivo / Detectável",11
Acre,"Negativo / Não Detectável",71
Acre,"Positivo / Detectável",12
Roraima,"Positivo / Detectável",36
Roraima,"Negativo / Não Detectável",33
"Distrito Federal","Negativo / Não Detectável",14
"Distrito Federal","Positivo / Detectável",7
"Amapá","Negativo / Não Detectável",2
