"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","4.415"
"Paraná","Positivo / Detectável","1.575"
"Paraná","Inconclusivo / Indeterminado",18
"São Paulo","Negativo / Não Detectável","2.732"
"São Paulo","Positivo / Detectável","2.270"
"São Paulo","Inconclusivo / Indeterminado",34
Bahia,"Negativo / Não Detectável","1.623"
Bahia,"Positivo / Detectável",860
Bahia,"Inconclusivo / Indeterminado",17
"Rio de Janeiro","Negativo / Não Detectável","1.165"
"Rio de Janeiro","Positivo / Detectável",386
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Mato Grosso","Negativo / Não Detectável",849
"Mato Grosso","Positivo / Detectável",556
"Mato Grosso","Inconclusivo / Indeterminado",7
"Rio Grande do Sul","Negativo / Não Detectável",880
"Rio Grande do Sul","Positivo / Detectável",421
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",800
"Minas Gerais","Positivo / Detectável",454
"Minas Gerais","Inconclusivo / Indeterminado",31
Pernambuco,"Negativo / Não Detectável",704
Pernambuco,"Positivo / Detectável",347
Pernambuco,"Inconclusivo / Indeterminado",20
"Espírito Santo","Positivo / Detectável",580
"Espírito Santo","Negativo / Não Detectável",435
"Espírito Santo","Inconclusivo / Indeterminado",32
"Santa Catarina","Negativo / Não Detectável",566
"Santa Catarina","Positivo / Detectável",414
"Santa Catarina","Inconclusivo / Indeterminado",8
Sergipe,"Positivo / Detectável",759
Sergipe,"Negativo / Não Detectável",190
"Mato Grosso do Sul","Negativo / Não Detectável",621
"Mato Grosso do Sul","Positivo / Detectável",206
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Ceará","Negativo / Não Detectável",527
"Ceará","Positivo / Detectável",205
"Ceará","Inconclusivo / Indeterminado",4
Tocantins,"Positivo / Detectável",283
Tocantins,"Negativo / Não Detectável",197
"Rondônia","Negativo / Não Detectável",228
"Rondônia","Positivo / Detectável",221
"Rondônia","Inconclusivo / Indeterminado",24
"Rio Grande do Norte","Negativo / Não Detectável",170
"Rio Grande do Norte","Positivo / Detectável",164
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Roraima,"Negativo / Não Detectável",156
Roraima,"Positivo / Detectável",134
"Pará","Negativo / Não Detectável",189
"Pará","Positivo / Detectável",100
"Goiás","Positivo / Detectável",148
"Goiás","Negativo / Não Detectável",135
"Paraíba","Negativo / Não Detectável",169
"Paraíba","Positivo / Detectável",100
Acre,"Positivo / Detectável",123
Acre,"Negativo / Não Detectável",121
Amazonas,"Positivo / Detectável",112
Amazonas,"Negativo / Não Detectável",109
Amazonas,"Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",113
"Piauí","Positivo / Detectável",101
"Amapá","Negativo / Não Detectável",134
"Amapá","Positivo / Detectável",45
"Maranhão","Negativo / Não Detectável",99
"Maranhão","Positivo / Detectável",35
Alagoas,"Negativo / Não Detectável",76
Alagoas,"Positivo / Detectável",57
"Distrito Federal","Negativo / Não Detectável",6
"Distrito Federal","Positivo / Detectável",6
