"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","6.352"
"Paraná","Positivo / Detectável","1.864"
"Paraná","Inconclusivo / Indeterminado",2
"São Paulo","Negativo / Não Detectável","4.586"
"São Paulo","Positivo / Detectável","2.190"
"São Paulo","Inconclusivo / Indeterminado",80
Bahia,"Negativo / Não Detectável","1.402"
Bahia,"Positivo / Detectável",792
Bahia,"Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável","1.427"
"Rio Grande do Sul","Positivo / Detectável",649
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Santa Catarina","Negativo / Não Detectável","1.656"
"Santa Catarina","Positivo / Detectável",389
"Santa Catarina","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável","1.313"
"Minas Gerais","Positivo / Detectável",326
"Minas Gerais","Inconclusivo / Indeterminado",33
Pernambuco,"Negativo / Não Detectável","1.401"
Pernambuco,"Positivo / Detectável",203
Pernambuco,"Inconclusivo / Indeterminado",5
"Ceará","Negativo / Não Detectável","1.327"
"Ceará","Positivo / Detectável",233
"Ceará","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável","1.125"
"Rio de Janeiro","Positivo / Detectável",324
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",972
"Mato Grosso do Sul","Positivo / Detectável",447
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
Sergipe,"Negativo / Não Detectável",990
Sergipe,"Positivo / Detectável",126
"Espírito Santo","Negativo / Não Detectável",672
"Espírito Santo","Positivo / Detectável",242
"Espírito Santo","Inconclusivo / Indeterminado",9
"Rondônia","Negativo / Não Detectável",530
"Rondônia","Positivo / Detectável",238
"Rondônia","Inconclusivo / Indeterminado",2
"Piauí","Negativo / Não Detectável",505
"Piauí","Positivo / Detectável",237
"Piauí","Inconclusivo / Indeterminado",3
"Rio Grande do Norte","Negativo / Não Detectável",596
"Rio Grande do Norte","Positivo / Detectável",111
"Rio Grande do Norte","Inconclusivo / Indeterminado",3
Tocantins,"Positivo / Detectável",396
Tocantins,"Negativo / Não Detectável",290
"Pará","Negativo / Não Detectável",282
"Pará","Positivo / Detectável",32
"Goiás","Negativo / Não Detectável",171
"Goiás","Positivo / Detectável",75
"Maranhão","Negativo / Não Detectável",174
"Maranhão","Positivo / Detectável",22
"Paraíba","Negativo / Não Detectável",135
"Paraíba","Positivo / Detectável",40
Amazonas,"Negativo / Não Detectável",110
Amazonas,"Positivo / Detectável",38
Acre,"Negativo / Não Detectável",119
Acre,"Positivo / Detectável",16
Alagoas,"Negativo / Não Detectável",126
Alagoas,"Positivo / Detectável",8
"Mato Grosso","Negativo / Não Detectável",103
"Mato Grosso","Positivo / Detectável",28
Roraima,"Negativo / Não Detectável",56
Roraima,"Positivo / Detectável",10
"Amapá","Negativo / Não Detectável",43
"Amapá","Positivo / Detectável",5
"Distrito Federal","Negativo / Não Detectável",7
"Distrito Federal","Positivo / Detectável",5
