"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",37
"Paraná","Positivo / Detectável",9
"São Paulo","Negativo / Não Detectável",32
"São Paulo","Positivo / Detectável",3
"Mato Grosso do Sul","Negativo / Não Detectável",19
"Mato Grosso do Sul","Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",15
"Rio de Janeiro","Positivo / Detectável",5
Pernambuco,"Negativo / Não Detectável",16
Bahia,"Negativo / Não Detectável",10
Bahia,"Positivo / Detectável",4
"Rio Grande do Sul","Negativo / Não Detectável",14
"Maranhão","Negativo / Não Detectável",11
"Maranhão","Positivo / Detectável",2
"Minas Gerais","Negativo / Não Detectável",12
Acre,"Negativo / Não Detectável",7
Acre,"Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",6
Tocantins,"Negativo / Não Detectável",5
"Goiás","Negativo / Não Detectável",3
"Goiás","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",2
"Paraíba","Negativo / Não Detectável",2
"Pará","Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",1
"Piauí","Positivo / Detectável",1
"Santa Catarina","Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",1
