"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","4.816"
"São Paulo","Positivo / Detectável","2.217"
"São Paulo","Inconclusivo / Indeterminado",23
"Paraná","Negativo / Não Detectável","5.114"
"Paraná","Positivo / Detectável","1.246"
Bahia,"Negativo / Não Detectável","1.878"
Bahia,"Positivo / Detectável","1.008"
Bahia,"Inconclusivo / Indeterminado",79
"Rio Grande do Sul","Negativo / Não Detectável","2.086"
"Rio Grande do Sul","Positivo / Detectável",682
"Rio Grande do Sul","Inconclusivo / Indeterminado",42
"Ceará","Negativo / Não Detectável","1.825"
"Ceará","Positivo / Detectável",420
"Ceará","Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável","1.520"
"Santa Catarina","Positivo / Detectável",450
"Santa Catarina","Inconclusivo / Indeterminado",5
Pernambuco,"Negativo / Não Detectável","1.632"
Pernambuco,"Positivo / Detectável",296
Pernambuco,"Inconclusivo / Indeterminado",5
"Rio de Janeiro","Negativo / Não Detectável","1.287"
"Rio de Janeiro","Positivo / Detectável",493
"Rio de Janeiro","Inconclusivo / Indeterminado",35
"Minas Gerais","Negativo / Não Detectável","1.148"
"Minas Gerais","Positivo / Detectável",410
"Minas Gerais","Inconclusivo / Indeterminado",24
"Espírito Santo","Negativo / Não Detectável",887
"Espírito Santo","Positivo / Detectável",414
"Espírito Santo","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",791
"Mato Grosso do Sul","Positivo / Detectável",257
"Piauí","Negativo / Não Detectável",758
"Piauí","Positivo / Detectável",256
"Goiás","Negativo / Não Detectável",529
"Goiás","Positivo / Detectável",227
"Rio Grande do Norte","Negativo / Não Detectável",565
"Rio Grande do Norte","Positivo / Detectável",127
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",479
"Rondônia","Positivo / Detectável",121
Sergipe,"Negativo / Não Detectável",362
Sergipe,"Positivo / Detectável",221
"Pará","Negativo / Não Detectável",265
"Pará","Positivo / Detectável",81
"Pará","Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",224
"Paraíba","Positivo / Detectável",47
Amazonas,"Negativo / Não Detectável",196
Amazonas,"Positivo / Detectável",64
"Mato Grosso","Negativo / Não Detectável",177
"Mato Grosso","Positivo / Detectável",54
Tocantins,"Negativo / Não Detectável",110
Tocantins,"Positivo / Detectável",65
"Maranhão","Negativo / Não Detectável",135
"Maranhão","Positivo / Detectável",22
"Maranhão","Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",121
Acre,"Positivo / Detectável",26
Alagoas,"Negativo / Não Detectável",115
Alagoas,"Positivo / Detectável",18
Alagoas,"Inconclusivo / Indeterminado",1
Roraima,"Positivo / Detectável",28
Roraima,"Negativo / Não Detectável",12
"Distrito Federal","Negativo / Não Detectável",22
"Distrito Federal","Positivo / Detectável",7
"Amapá","Negativo / Não Detectável",1
