"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","2.313"
"Paraná","Positivo / Detectável",680
"São Paulo","Negativo / Não Detectável","1.556"
"São Paulo","Positivo / Detectável",796
"São Paulo","Inconclusivo / Indeterminado",7
"Rio Grande do Sul","Negativo / Não Detectável",459
"Rio Grande do Sul","Positivo / Detectável",212
"Rio Grande do Sul","Inconclusivo / Indeterminado",5
"Mato Grosso do Sul","Negativo / Não Detectável",433
"Mato Grosso do Sul","Positivo / Detectável",198
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
Bahia,"Negativo / Não Detectável",404
Bahia,"Positivo / Detectável",138
Bahia,"Inconclusivo / Indeterminado",8
"Rio de Janeiro","Negativo / Não Detectável",305
"Rio de Janeiro","Positivo / Detectável",218
"Rio de Janeiro","Inconclusivo / Indeterminado",7
"Santa Catarina","Negativo / Não Detectável",377
"Santa Catarina","Positivo / Detectável",101
"Santa Catarina","Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",340
"Espírito Santo","Positivo / Detectável",139
"Ceará","Negativo / Não Detectável",363
"Ceará","Positivo / Detectável",109
"Ceará","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável",366
Pernambuco,"Positivo / Detectável",57
"Minas Gerais","Negativo / Não Detectável",263
"Minas Gerais","Positivo / Detectável",148
"Minas Gerais","Inconclusivo / Indeterminado",4
"Piauí","Negativo / Não Detectável",247
"Piauí","Positivo / Detectável",122
"Rondônia","Negativo / Não Detectável",220
"Rondônia","Positivo / Detectável",70
Sergipe,"Negativo / Não Detectável",156
Sergipe,"Positivo / Detectável",30
Tocantins,"Positivo / Detectável",90
Tocantins,"Negativo / Não Detectável",76
"Rio Grande do Norte","Negativo / Não Detectável",114
"Rio Grande do Norte","Positivo / Detectável",40
"Goiás","Negativo / Não Detectável",62
"Goiás","Positivo / Detectável",60
"Pará","Negativo / Não Detectável",71
"Pará","Positivo / Detectável",10
Amazonas,"Negativo / Não Detectável",45
Amazonas,"Positivo / Detectável",27
"Maranhão","Negativo / Não Detectável",58
"Maranhão","Positivo / Detectável",7
Acre,"Negativo / Não Detectável",48
Acre,"Positivo / Detectável",14
"Paraíba","Negativo / Não Detectável",24
"Paraíba","Positivo / Detectável",19
Alagoas,"Negativo / Não Detectável",33
Alagoas,"Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",14
Roraima,"Positivo / Detectável",5
"Distrito Federal","Negativo / Não Detectável",7
"Distrito Federal","Positivo / Detectável",4
"Mato Grosso","Negativo / Não Detectável",3
"Mato Grosso","Positivo / Detectável",3
"Amapá","Negativo / Não Detectável",1
