"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","6.076"
"Paraná","Positivo / Detectável","1.709"
"Paraná","Inconclusivo / Indeterminado",1
"São Paulo","Negativo / Não Detectável","5.085"
"São Paulo","Positivo / Detectável","2.591"
"São Paulo","Inconclusivo / Indeterminado",29
Bahia,"Negativo / Não Detectável","2.339"
Bahia,"Positivo / Detectável",977
Bahia,"Inconclusivo / Indeterminado",86
"Rio Grande do Sul","Negativo / Não Detectável","1.915"
"Rio Grande do Sul","Positivo / Detectável",537
"Rio Grande do Sul","Inconclusivo / Indeterminado",33
Pernambuco,"Negativo / Não Detectável","1.797"
Pernambuco,"Positivo / Detectável",289
Pernambuco,"Inconclusivo / Indeterminado",5
"Santa Catarina","Negativo / Não Detectável","1.751"
"Santa Catarina","Positivo / Detectável",309
"Santa Catarina","Inconclusivo / Indeterminado",5
"Rio de Janeiro","Negativo / Não Detectável","1.446"
"Rio de Janeiro","Positivo / Detectável",468
"Rio de Janeiro","Inconclusivo / Indeterminado",34
"Ceará","Negativo / Não Detectável","1.630"
"Ceará","Positivo / Detectável",371
"Minas Gerais","Negativo / Não Detectável","1.127"
"Minas Gerais","Positivo / Detectável",481
"Minas Gerais","Inconclusivo / Indeterminado",27
"Espírito Santo","Negativo / Não Detectável",855
"Espírito Santo","Positivo / Detectável",369
"Espírito Santo","Inconclusivo / Indeterminado",10
"Mato Grosso do Sul","Negativo / Não Detectável",676
"Mato Grosso do Sul","Positivo / Detectável",369
"Goiás","Negativo / Não Detectável",652
"Goiás","Positivo / Detectável",291
"Rondônia","Negativo / Não Detectável",729
"Rondônia","Positivo / Detectável",182
"Rondônia","Inconclusivo / Indeterminado",10
"Piauí","Negativo / Não Detectável",630
"Piauí","Positivo / Detectável",225
"Rio Grande do Norte","Negativo / Não Detectável",611
"Rio Grande do Norte","Positivo / Detectável",119
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",487
Sergipe,"Positivo / Detectável",142
Tocantins,"Positivo / Detectável",325
Tocantins,"Negativo / Não Detectável",295
"Paraíba","Negativo / Não Detectável",266
"Paraíba","Positivo / Detectável",74
"Paraíba","Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",264
"Pará","Positivo / Detectável",58
"Pará","Inconclusivo / Indeterminado",3
"Maranhão","Negativo / Não Detectável",242
"Maranhão","Positivo / Detectável",28
Amazonas,"Negativo / Não Detectável",188
Amazonas,"Positivo / Detectável",75
Amazonas,"Inconclusivo / Indeterminado",3
"Mato Grosso","Negativo / Não Detectável",129
"Mato Grosso","Positivo / Detectável",85
Acre,"Negativo / Não Detectável",137
Acre,"Positivo / Detectável",27
Acre,"Inconclusivo / Indeterminado",1
Alagoas,"Negativo / Não Detectável",142
Alagoas,"Positivo / Detectável",5
Roraima,"Negativo / Não Detectável",57
Roraima,"Positivo / Detectável",26
"Distrito Federal","Negativo / Não Detectável",32
"Distrito Federal","Positivo / Detectável",8
"Amapá","Negativo / Não Detectável",2
