"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",18
"Paraná","Positivo / Detectável",4
"São Paulo","Negativo / Não Detectável",15
"São Paulo","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",4
"Piauí","Negativo / Não Detectável",3
"Rio Grande do Sul","Negativo / Não Detectável",3
Amazonas,"Negativo / Não Detectável",2
"Ceará","Negativo / Não Detectável",2
"Maranhão","Negativo / Não Detectável",1
"Maranhão","Positivo / Detectável",1
"Minas Gerais","Negativo / Não Detectável",2
"Santa Catarina","Negativo / Não Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",1
