"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",495
"São Paulo","Positivo / Detectável",308
"São Paulo","Inconclusivo / Indeterminado",4
Bahia,"Negativo / Não Detectável",385
Bahia,"Positivo / Detectável",168
Bahia,"Inconclusivo / Indeterminado",5
"Ceará","Positivo / Detectável",362
"Ceará","Negativo / Não Detectável",95
"Ceará","Inconclusivo / Indeterminado",3
"Rio de Janeiro","Positivo / Detectável",284
"Rio de Janeiro","Negativo / Não Detectável",122
"Rio de Janeiro","Inconclusivo / Indeterminado",6
"Espírito Santo","Negativo / Não Detectável",215
"Espírito Santo","Positivo / Detectável",163
"Espírito Santo","Inconclusivo / Indeterminado",12
Pernambuco,"Positivo / Detectável",241
Pernambuco,"Negativo / Não Detectável",144
"Minas Gerais","Negativo / Não Detectável",338
"Minas Gerais","Positivo / Detectável",15
"Minas Gerais","Inconclusivo / Indeterminado",3
Sergipe,"Negativo / Não Detectável",224
Sergipe,"Positivo / Detectável",120
"Amapá","Positivo / Detectável",235
"Amapá","Negativo / Não Detectável",57
Alagoas,"Positivo / Detectável",235
Alagoas,"Negativo / Não Detectável",50
Alagoas,"Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",157
Amazonas,"Positivo / Detectável",104
Amazonas,"Inconclusivo / Indeterminado",4
"Paraná","Negativo / Não Detectável",192
"Paraná","Positivo / Detectável",16
"Pará","Positivo / Detectável",149
"Pará","Negativo / Não Detectável",45
"Pará","Inconclusivo / Indeterminado",4
"Rondônia","Positivo / Detectável",93
"Rondônia","Negativo / Não Detectável",81
"Goiás","Negativo / Não Detectável",143
"Goiás","Positivo / Detectável",30
"Maranhão","Positivo / Detectável",104
"Maranhão","Negativo / Não Detectável",35
"Santa Catarina","Negativo / Não Detectável",106
"Santa Catarina","Positivo / Detectável",27
"Rio Grande do Sul","Negativo / Não Detectável",86
"Rio Grande do Sul","Positivo / Detectável",40
"Paraíba","Negativo / Não Detectável",67
"Paraíba","Positivo / Detectável",55
Acre,"Positivo / Detectável",59
Acre,"Negativo / Não Detectável",42
"Piauí","Negativo / Não Detectável",59
"Piauí","Positivo / Detectável",26
"Piauí","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",33
"Rio Grande do Norte","Positivo / Detectável",31
"Mato Grosso do Sul","Negativo / Não Detectável",52
"Mato Grosso do Sul","Positivo / Detectável",3
Tocantins,"Negativo / Não Detectável",38
Tocantins,"Positivo / Detectável",12
"Mato Grosso","Negativo / Não Detectável",24
"Mato Grosso","Positivo / Detectável",5
Roraima,"Positivo / Detectável",23
Roraima,"Negativo / Não Detectável",6
