"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.316"
"São Paulo","Positivo / Detectável","1.152"
"São Paulo","Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável","1.392"
"Paraná","Positivo / Detectável",746
"Paraná","Inconclusivo / Indeterminado",5
Bahia,"Positivo / Detectável",496
Bahia,"Negativo / Não Detectável",485
Bahia,"Inconclusivo / Indeterminado",12
"Rio Grande do Sul","Negativo / Não Detectável",327
"Rio Grande do Sul","Positivo / Detectável",280
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
"Santa Catarina","Negativo / Não Detectável",300
"Santa Catarina","Positivo / Detectável",271
"Santa Catarina","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",346
"Mato Grosso do Sul","Positivo / Detectável",135
"Minas Gerais","Negativo / Não Detectável",291
"Minas Gerais","Positivo / Detectável",183
"Minas Gerais","Inconclusivo / Indeterminado",4
"Espírito Santo","Positivo / Detectável",223
"Espírito Santo","Negativo / Não Detectável",198
"Espírito Santo","Inconclusivo / Indeterminado",16
Pernambuco,"Negativo / Não Detectável",204
Pernambuco,"Positivo / Detectável",179
Pernambuco,"Inconclusivo / Indeterminado",7
"Rio de Janeiro","Negativo / Não Detectável",223
"Rio de Janeiro","Positivo / Detectável",118
"Rio de Janeiro","Inconclusivo / Indeterminado",4
Sergipe,"Positivo / Detectável",232
Sergipe,"Negativo / Não Detectável",60
"Ceará","Negativo / Não Detectável",195
"Ceará","Positivo / Detectável",73
"Pará","Positivo / Detectável",85
"Pará","Negativo / Não Detectável",79
"Rondônia","Positivo / Detectável",95
"Rondônia","Negativo / Não Detectável",62
"Rondônia","Inconclusivo / Indeterminado",1
"Goiás","Positivo / Detectável",85
"Goiás","Negativo / Não Detectável",66
Tocantins,"Positivo / Detectável",99
Tocantins,"Negativo / Não Detectável",47
"Rio Grande do Norte","Negativo / Não Detectável",88
"Rio Grande do Norte","Positivo / Detectável",50
"Piauí","Positivo / Detectável",65
"Piauí","Negativo / Não Detectável",61
Acre,"Negativo / Não Detectável",69
Acre,"Positivo / Detectável",38
Acre,"Inconclusivo / Indeterminado",3
"Paraíba","Negativo / Não Detectável",51
"Paraíba","Positivo / Detectável",40
Amazonas,"Positivo / Detectável",56
Amazonas,"Negativo / Não Detectável",23
"Maranhão","Negativo / Não Detectável",38
"Maranhão","Positivo / Detectável",12
Alagoas,"Negativo / Não Detectável",36
Alagoas,"Positivo / Detectável",9
"Amapá","Negativo / Não Detectável",25
"Amapá","Positivo / Detectável",11
Roraima,"Negativo / Não Detectável",23
Roraima,"Positivo / Detectável",6
"Distrito Federal","Negativo / Não Detectável",3
"Distrito Federal","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",3
"Mato Grosso","Positivo / Detectável",1
