"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",475
"São Paulo","Positivo / Detectável",226
"São Paulo","Inconclusivo / Indeterminado",7
Bahia,"Negativo / Não Detectável",280
Bahia,"Positivo / Detectável",165
Bahia,"Inconclusivo / Indeterminado",16
"Ceará","Positivo / Detectável",306
"Ceará","Negativo / Não Detectável",145
"Ceará","Inconclusivo / Indeterminado",1
"Espírito Santo","Positivo / Detectável",212
"Espírito Santo","Negativo / Não Detectável",170
"Espírito Santo","Inconclusivo / Indeterminado",7
Pernambuco,"Positivo / Detectável",222
Pernambuco,"Negativo / Não Detectável",156
Pernambuco,"Inconclusivo / Indeterminado",2
"Rio de Janeiro","Positivo / Detectável",192
"Rio de Janeiro","Negativo / Não Detectável",140
"Rio de Janeiro","Inconclusivo / Indeterminado",3
"Amapá","Positivo / Detectável",247
"Amapá","Negativo / Não Detectável",61
"Amapá","Inconclusivo / Indeterminado",2
Sergipe,"Positivo / Detectável",146
Sergipe,"Negativo / Não Detectável",144
Alagoas,"Positivo / Detectável",225
Alagoas,"Negativo / Não Detectável",32
Acre,"Positivo / Detectável",146
Acre,"Negativo / Não Detectável",84
Acre,"Inconclusivo / Indeterminado",5
"Paraná","Negativo / Não Detectável",195
"Paraná","Positivo / Detectável",27
"Minas Gerais","Negativo / Não Detectável",160
"Minas Gerais","Positivo / Detectável",18
"Minas Gerais","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",129
"Pará","Negativo / Não Detectável",50
"Santa Catarina","Negativo / Não Detectável",101
"Santa Catarina","Positivo / Detectável",34
"Santa Catarina","Inconclusivo / Indeterminado",3
"Mato Grosso do Sul","Negativo / Não Detectável",121
"Mato Grosso do Sul","Positivo / Detectável",11
"Paraíba","Positivo / Detectável",80
"Paraíba","Negativo / Não Detectável",46
"Rio Grande do Sul","Negativo / Não Detectável",97
"Rio Grande do Sul","Positivo / Detectável",26
"Rondônia","Negativo / Não Detectável",68
"Rondônia","Positivo / Detectável",50
"Rondônia","Inconclusivo / Indeterminado",3
Tocantins,"Negativo / Não Detectável",70
Tocantins,"Positivo / Detectável",47
Amazonas,"Positivo / Detectável",69
Amazonas,"Negativo / Não Detectável",39
Amazonas,"Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Positivo / Detectável",50
"Rio Grande do Norte","Negativo / Não Detectável",46
"Goiás","Negativo / Não Detectável",79
"Goiás","Positivo / Detectável",8
"Maranhão","Positivo / Detectável",69
"Maranhão","Negativo / Não Detectável",17
"Mato Grosso","Negativo / Não Detectável",46
"Mato Grosso","Positivo / Detectável",19
"Piauí","Negativo / Não Detectável",32
"Piauí","Positivo / Detectável",27
"Piauí","Inconclusivo / Indeterminado",2
Roraima,"Positivo / Detectável",16
"Distrito Federal","Negativo / Não Detectável",1
