"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","4.672"
"São Paulo","Positivo / Detectável","2.187"
"São Paulo","Inconclusivo / Indeterminado",66
"Paraná","Negativo / Não Detectável","4.819"
"Paraná","Positivo / Detectável","1.164"
"Paraná","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável","2.500"
"Rio Grande do Sul","Positivo / Detectável",746
"Rio Grande do Sul","Inconclusivo / Indeterminado",26
Bahia,"Negativo / Não Detectável","1.522"
Bahia,"Positivo / Detectável",970
Bahia,"Inconclusivo / Indeterminado",28
"Ceará","Negativo / Não Detectável","1.854"
"Ceará","Positivo / Detectável",472
"Ceará","Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável","1.591"
"Santa Catarina","Positivo / Detectável",596
"Santa Catarina","Inconclusivo / Indeterminado",5
Pernambuco,"Negativo / Não Detectável","1.565"
Pernambuco,"Positivo / Detectável",305
Pernambuco,"Inconclusivo / Indeterminado",4
"Rio de Janeiro","Negativo / Não Detectável","1.303"
"Rio de Janeiro","Positivo / Detectável",488
"Rio de Janeiro","Inconclusivo / Indeterminado",34
"Minas Gerais","Negativo / Não Detectável","1.132"
"Minas Gerais","Positivo / Detectável",388
"Minas Gerais","Inconclusivo / Indeterminado",18
Sergipe,"Negativo / Não Detectável",515
Sergipe,"Positivo / Detectável",387
"Mato Grosso do Sul","Negativo / Não Detectável",672
"Mato Grosso do Sul","Positivo / Detectável",223
"Mato Grosso do Sul","Inconclusivo / Indeterminado",6
"Rio Grande do Norte","Negativo / Não Detectável",550
"Rio Grande do Norte","Positivo / Detectável",134
"Goiás","Negativo / Não Detectável",421
"Goiás","Positivo / Detectável",187
"Rondônia","Negativo / Não Detectável",348
"Rondônia","Positivo / Detectável",99
"Rondônia","Inconclusivo / Indeterminado",3
"Pará","Negativo / Não Detectável",310
"Pará","Positivo / Detectável",136
"Pará","Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",284
Amazonas,"Positivo / Detectável",94
"Paraíba","Negativo / Não Detectável",254
"Paraíba","Positivo / Detectável",81
Tocantins,"Negativo / Não Detectável",196
Tocantins,"Positivo / Detectável",118
"Mato Grosso","Negativo / Não Detectável",157
"Mato Grosso","Positivo / Detectável",61
"Maranhão","Negativo / Não Detectável",149
"Maranhão","Positivo / Detectável",18
Alagoas,"Negativo / Não Detectável",129
Alagoas,"Positivo / Detectável",15
Acre,"Negativo / Não Detectável",113
Acre,"Positivo / Detectável",30
Roraima,"Positivo / Detectável",88
Roraima,"Negativo / Não Detectável",24
"Distrito Federal","Negativo / Não Detectável",20
"Distrito Federal","Positivo / Detectável",9
"Distrito Federal","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",10
"Piauí","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",6
"Amapá","Negativo / Não Detectável",2
"Amapá","Positivo / Detectável",1
