"UF de residência",Resultados,"Nº de exames realizados"
"Minas Gerais","Negativo / Não Detectável",35
"Minas Gerais","Positivo / Detectável",2
"Paraná","Negativo / Não Detectável",25
"Paraná","Positivo / Detectável",6
"São Paulo","Negativo / Não Detectável",27
"São Paulo","Positivo / Detectável",2
Bahia,"Negativo / Não Detectável",16
Bahia,"Positivo / Detectável",2
Pernambuco,"Negativo / Não Detectável",12
Pernambuco,"Positivo / Detectável",2
"Goiás","Negativo / Não Detectável",11
"Goiás","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",10
"Rio Grande do Sul","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",10
Amazonas,"Negativo / Não Detectável",6
Amazonas,"Positivo / Detectável",3
"Mato Grosso do Sul","Negativo / Não Detectável",8
"Espírito Santo","Negativo / Não Detectável",3
"Espírito Santo","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",3
"Piauí","Positivo / Detectável",1
"Rio de Janeiro","Positivo / Detectável",3
"Rio de Janeiro","Negativo / Não Detectável",1
"Santa Catarina","Negativo / Não Detectável",2
"Santa Catarina","Positivo / Detectável",2
Alagoas,"Negativo / Não Detectável",2
"Pará","Negativo / Não Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",1
Tocantins,"Negativo / Não Detectável",1
