"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",38
"Paraná","Positivo / Detectável",10
"São Paulo","Negativo / Não Detectável",20
"São Paulo","Positivo / Detectável",4
Amazonas,"Negativo / Não Detectável",7
Amazonas,"Positivo / Detectável",2
"Pará","Negativo / Não Detectável",3
"Pará","Positivo / Detectável",3
"Santa Catarina","Negativo / Não Detectável",6
"Ceará","Negativo / Não Detectável",2
"Ceará","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",3
"Mato Grosso do Sul","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",2
"Goiás","Negativo / Não Detectável",1
"Goiás","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",2
"Minas Gerais","Negativo / Não Detectável",2
"Rio Grande do Sul","Negativo / Não Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",2
Bahia,"Negativo / Não Detectável",1
Pernambuco,"Negativo / Não Detectável",1
Tocantins,"Negativo / Não Detectável",1
