"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.357"
"São Paulo","Positivo / Detectável",861
"São Paulo","Inconclusivo / Indeterminado",11
"Paraná","Negativo / Não Detectável","1.171"
"Paraná","Positivo / Detectável",647
Bahia,"Negativo / Não Detectável",558
Bahia,"Positivo / Detectável",225
Bahia,"Inconclusivo / Indeterminado",4
"Rio Grande do Sul","Negativo / Não Detectável",412
"Rio Grande do Sul","Positivo / Detectável",223
"Minas Gerais","Negativo / Não Detectável",370
"Minas Gerais","Positivo / Detectável",189
"Minas Gerais","Inconclusivo / Indeterminado",34
"Mato Grosso do Sul","Negativo / Não Detectável",288
"Mato Grosso do Sul","Positivo / Detectável",179
"Santa Catarina","Negativo / Não Detectável",318
"Santa Catarina","Positivo / Detectável",119
"Rio de Janeiro","Negativo / Não Detectável",215
"Rio de Janeiro","Positivo / Detectável",124
"Rio de Janeiro","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável",294
Pernambuco,"Positivo / Detectável",41
"Ceará","Negativo / Não Detectável",242
"Ceará","Positivo / Detectável",87
"Espírito Santo","Negativo / Não Detectável",201
"Espírito Santo","Positivo / Detectável",69
"Espírito Santo","Inconclusivo / Indeterminado",3
"Piauí","Negativo / Não Detectável",138
"Piauí","Positivo / Detectável",93
Sergipe,"Negativo / Não Detectável",147
Sergipe,"Positivo / Detectável",32
Tocantins,"Positivo / Detectável",111
Tocantins,"Negativo / Não Detectável",65
"Rio Grande do Norte","Negativo / Não Detectável",124
"Rio Grande do Norte","Positivo / Detectável",49
"Pará","Negativo / Não Detectável",135
"Pará","Positivo / Detectável",30
"Rondônia","Negativo / Não Detectável",76
"Rondônia","Positivo / Detectável",56
"Rondônia","Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",54
"Paraíba","Positivo / Detectável",31
"Maranhão","Negativo / Não Detectável",70
"Maranhão","Positivo / Detectável",9
"Goiás","Positivo / Detectável",44
"Goiás","Negativo / Não Detectável",34
Alagoas,"Negativo / Não Detectável",52
Alagoas,"Positivo / Detectável",6
Acre,"Negativo / Não Detectável",36
Acre,"Positivo / Detectável",8
Amazonas,"Negativo / Não Detectável",24
Amazonas,"Positivo / Detectável",3
"Amapá","Negativo / Não Detectável",20
"Amapá","Positivo / Detectável",3
Roraima,"Negativo / Não Detectável",6
Roraima,"Positivo / Detectável",2
"Mato Grosso","Negativo / Não Detectável",3
"Mato Grosso","Inconclusivo / Indeterminado",1
"Mato Grosso","Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",1
