"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","4.805"
"São Paulo","Positivo / Detectável","3.121"
"São Paulo","Inconclusivo / Indeterminado",26
"Paraná","Negativo / Não Detectável","5.422"
"Paraná","Positivo / Detectável","1.778"
"Paraná","Inconclusivo / Indeterminado",4
Bahia,"Negativo / Não Detectável","1.687"
Bahia,"Positivo / Detectável",814
Bahia,"Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável","1.847"
Pernambuco,"Positivo / Detectável",485
Pernambuco,"Inconclusivo / Indeterminado",6
"Santa Catarina","Negativo / Não Detectável","1.359"
"Santa Catarina","Positivo / Detectável",732
"Rio Grande do Sul","Negativo / Não Detectável","1.328"
"Rio Grande do Sul","Positivo / Detectável",620
"Rio Grande do Sul","Inconclusivo / Indeterminado",6
"Ceará","Negativo / Não Detectável","1.492"
"Ceará","Positivo / Detectável",398
"Ceará","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável","1.313"
"Minas Gerais","Positivo / Detectável",365
"Minas Gerais","Inconclusivo / Indeterminado",7
"Rio de Janeiro","Negativo / Não Detectável","1.098"
"Rio de Janeiro","Positivo / Detectável",350
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Mato Grosso do Sul","Negativo / Não Detectável",910
"Mato Grosso do Sul","Positivo / Detectável",371
"Mato Grosso do Sul","Inconclusivo / Indeterminado",4
Tocantins,"Positivo / Detectável",581
Tocantins,"Negativo / Não Detectável",461
"Espírito Santo","Negativo / Não Detectável",557
"Espírito Santo","Positivo / Detectável",330
"Espírito Santo","Inconclusivo / Indeterminado",10
"Rondônia","Positivo / Detectável",415
"Rondônia","Negativo / Não Detectável",388
"Rondônia","Inconclusivo / Indeterminado",10
Sergipe,"Negativo / Não Detectável",480
Sergipe,"Positivo / Detectável",268
"Rio Grande do Norte","Negativo / Não Detectável",493
"Rio Grande do Norte","Positivo / Detectável",246
"Goiás","Positivo / Detectável",291
"Goiás","Negativo / Não Detectável",263
"Pará","Negativo / Não Detectável",319
"Pará","Positivo / Detectável",71
"Piauí","Negativo / Não Detectável",247
"Piauí","Positivo / Detectável",136
"Piauí","Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",162
Acre,"Positivo / Detectável",80
Acre,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",167
"Paraíba","Positivo / Detectável",66
"Maranhão","Negativo / Não Detectável",168
"Maranhão","Positivo / Detectável",36
Amazonas,"Negativo / Não Detectável",108
Amazonas,"Positivo / Detectável",51
Amazonas,"Inconclusivo / Indeterminado",2
Roraima,"Negativo / Não Detectável",97
Roraima,"Positivo / Detectável",21
Alagoas,"Negativo / Não Detectável",82
Alagoas,"Positivo / Detectável",9
"Amapá","Negativo / Não Detectável",64
"Amapá","Positivo / Detectável",5
"Distrito Federal","Negativo / Não Detectável",13
"Distrito Federal","Positivo / Detectável",8
"Mato Grosso","Negativo / Não Detectável",8
"Mato Grosso","Positivo / Detectável",8
