"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.461"
"São Paulo","Positivo / Detectável",609
"São Paulo","Inconclusivo / Indeterminado",48
Bahia,"Negativo / Não Detectável",956
Bahia,"Positivo / Detectável",613
Bahia,"Inconclusivo / Indeterminado",21
"Paraná","Negativo / Não Detectável","1.078"
"Paraná","Positivo / Detectável",259
"Paraná","Inconclusivo / Indeterminado",5
"Rio de Janeiro","Negativo / Não Detectável",643
"Rio de Janeiro","Positivo / Detectável",441
"Rio de Janeiro","Inconclusivo / Indeterminado",6
"Espírito Santo","Positivo / Detectável",496
"Espírito Santo","Negativo / Não Detectável",320
"Espírito Santo","Inconclusivo / Indeterminado",36
Pernambuco,"Negativo / Não Detectável",403
Pernambuco,"Positivo / Detectável",393
Pernambuco,"Inconclusivo / Indeterminado",14
"Santa Catarina","Negativo / Não Detectável",563
"Santa Catarina","Positivo / Detectável",179
"Ceará","Positivo / Detectável",391
"Ceará","Negativo / Não Detectável",290
"Ceará","Inconclusivo / Indeterminado",3
Sergipe,"Positivo / Detectável",552
Sergipe,"Negativo / Não Detectável",108
"Mato Grosso do Sul","Negativo / Não Detectável",511
"Mato Grosso do Sul","Positivo / Detectável",116
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
Tocantins,"Negativo / Não Detectável",385
Tocantins,"Positivo / Detectável",229
"Minas Gerais","Negativo / Não Detectável",367
"Minas Gerais","Positivo / Detectável",91
"Minas Gerais","Inconclusivo / Indeterminado",7
"Amapá","Positivo / Detectável",246
"Amapá","Negativo / Não Detectável",115
"Amapá","Inconclusivo / Indeterminado",6
"Rio Grande do Sul","Negativo / Não Detectável",311
"Rio Grande do Sul","Positivo / Detectável",54
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Mato Grosso","Negativo / Não Detectável",278
"Mato Grosso","Positivo / Detectável",87
Amazonas,"Negativo / Não Detectável",258
Amazonas,"Positivo / Detectável",98
Amazonas,"Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Positivo / Detectável",196
"Rio Grande do Norte","Negativo / Não Detectável",147
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",184
"Piauí","Positivo / Detectável",115
"Rondônia","Negativo / Não Detectável",150
"Rondônia","Positivo / Detectável",147
"Maranhão","Negativo / Não Detectável",138
"Maranhão","Positivo / Detectável",125
"Paraíba","Positivo / Detectável",139
"Paraíba","Negativo / Não Detectável",99
"Pará","Positivo / Detectável",135
"Pará","Negativo / Não Detectável",98
Alagoas,"Positivo / Detectável",156
Alagoas,"Negativo / Não Detectável",28
"Goiás","Negativo / Não Detectável",118
"Goiás","Positivo / Detectável",29
Roraima,"Positivo / Detectável",110
Roraima,"Negativo / Não Detectável",35
Acre,"Positivo / Detectável",76
Acre,"Negativo / Não Detectável",53
Acre,"Inconclusivo / Indeterminado",2
"Distrito Federal","Negativo / Não Detectável",4
"Distrito Federal","Positivo / Detectável",3
