"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","5.559"
"São Paulo","Positivo / Detectável","2.790"
"São Paulo","Inconclusivo / Indeterminado",63
"Paraná","Negativo / Não Detectável","5.980"
"Paraná","Positivo / Detectável","1.460"
"Paraná","Inconclusivo / Indeterminado",1
"Ceará","Negativo / Não Detectável","2.751"
"Ceará","Positivo / Detectável",357
"Rio Grande do Sul","Negativo / Não Detectável","2.191"
"Rio Grande do Sul","Positivo / Detectável",651
"Rio Grande do Sul","Inconclusivo / Indeterminado",17
Bahia,"Negativo / Não Detectável","1.593"
Bahia,"Positivo / Detectável",945
Bahia,"Inconclusivo / Indeterminado",56
"Santa Catarina","Negativo / Não Detectável","1.821"
"Santa Catarina","Positivo / Detectável",374
"Santa Catarina","Inconclusivo / Indeterminado",4
"Rio de Janeiro","Negativo / Não Detectável","1.487"
"Rio de Janeiro","Positivo / Detectável",540
"Rio de Janeiro","Inconclusivo / Indeterminado",32
Pernambuco,"Negativo / Não Detectável","1.762"
Pernambuco,"Positivo / Detectável",289
Pernambuco,"Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável","1.323"
"Minas Gerais","Positivo / Detectável",478
"Minas Gerais","Inconclusivo / Indeterminado",17
"Espírito Santo","Negativo / Não Detectável","1.065"
"Espírito Santo","Positivo / Detectável",511
"Espírito Santo","Inconclusivo / Indeterminado",8
"Mato Grosso do Sul","Negativo / Não Detectável",857
"Mato Grosso do Sul","Positivo / Detectável",303
"Mato Grosso do Sul","Inconclusivo / Indeterminado",4
"Piauí","Negativo / Não Detectável",564
"Piauí","Positivo / Detectável",283
Sergipe,"Negativo / Não Detectável",588
Sergipe,"Positivo / Detectável",230
"Goiás","Negativo / Não Detectável",523
"Goiás","Positivo / Detectável",270
"Goiás","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",610
"Rio Grande do Norte","Positivo / Detectável",109
"Rondônia","Negativo / Não Detectável",545
"Rondônia","Positivo / Detectável",101
"Rondônia","Inconclusivo / Indeterminado",2
Tocantins,"Negativo / Não Detectável",296
Tocantins,"Positivo / Detectável",234
Amazonas,"Negativo / Não Detectável",301
Amazonas,"Positivo / Detectável",105
"Pará","Negativo / Não Detectável",253
"Pará","Positivo / Detectável",54
"Pará","Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",180
"Paraíba","Positivo / Detectável",52
"Maranhão","Negativo / Não Detectável",212
"Maranhão","Positivo / Detectável",16
"Mato Grosso","Negativo / Não Detectável",124
"Mato Grosso","Positivo / Detectável",52
Roraima,"Negativo / Não Detectável",80
Roraima,"Positivo / Detectável",78
Acre,"Negativo / Não Detectável",128
Acre,"Positivo / Detectável",21
Alagoas,"Negativo / Não Detectável",105
Alagoas,"Positivo / Detectável",9
"Distrito Federal","Negativo / Não Detectável",18
"Distrito Federal","Positivo / Detectável",8
"Amapá","Negativo / Não Detectável",1
