"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",590
"São Paulo","Positivo / Detectável",212
"São Paulo","Inconclusivo / Indeterminado",10
Bahia,"Negativo / Não Detectável",259
Bahia,"Positivo / Detectável",30
"Paraná","Negativo / Não Detectável",243
"Paraná","Positivo / Detectável",27
"Ceará","Negativo / Não Detectável",128
"Ceará","Positivo / Detectável",50
"Ceará","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável",143
"Minas Gerais","Positivo / Detectável",15
"Minas Gerais","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável",135
Pernambuco,"Positivo / Detectável",24
"Rio Grande do Sul","Negativo / Não Detectável",110
"Rio Grande do Sul","Positivo / Detectável",10
Amazonas,"Negativo / Não Detectável",83
Amazonas,"Positivo / Detectável",15
Amazonas,"Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável",73
"Santa Catarina","Positivo / Detectável",23
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável",56
"Rio de Janeiro","Positivo / Detectável",28
"Pará","Negativo / Não Detectável",74
"Pará","Positivo / Detectável",7
"Rio Grande do Norte","Negativo / Não Detectável",70
"Rio Grande do Norte","Positivo / Detectável",11
"Piauí","Negativo / Não Detectável",61
"Piauí","Positivo / Detectável",11
"Goiás","Negativo / Não Detectável",57
"Goiás","Positivo / Detectável",3
"Mato Grosso do Sul","Negativo / Não Detectável",48
"Mato Grosso do Sul","Positivo / Detectável",4
"Espírito Santo","Negativo / Não Detectável",34
"Espírito Santo","Positivo / Detectável",11
"Espírito Santo","Inconclusivo / Indeterminado",1
Alagoas,"Negativo / Não Detectável",28
Alagoas,"Positivo / Detectável",4
"Maranhão","Negativo / Não Detectável",28
"Maranhão","Positivo / Detectável",3
"Amapá","Negativo / Não Detectável",21
"Amapá","Positivo / Detectável",3
"Mato Grosso","Negativo / Não Detectável",13
"Mato Grosso","Positivo / Detectável",4
Sergipe,"Negativo / Não Detectável",15
Sergipe,"Positivo / Detectável",2
"Paraíba","Negativo / Não Detectável",13
"Paraíba","Positivo / Detectável",2
"Rondônia","Negativo / Não Detectável",12
"Rondônia","Positivo / Detectável",2
Tocantins,"Negativo / Não Detectável",9
Roraima,"Negativo / Não Detectável",6
Roraima,"Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",4
Acre,"Negativo / Não Detectável",2
