"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",988
"São Paulo","Positivo / Detectável",480
"São Paulo","Inconclusivo / Indeterminado",4
"Rio de Janeiro","Positivo / Detectável",770
"Rio de Janeiro","Negativo / Não Detectável",519
"Rio de Janeiro","Inconclusivo / Indeterminado",38
Bahia,"Negativo / Não Detectável",831
Bahia,"Positivo / Detectável",302
Bahia,"Inconclusivo / Indeterminado",14
Pernambuco,"Positivo / Detectável",656
Pernambuco,"Negativo / Não Detectável",445
Pernambuco,"Inconclusivo / Indeterminado",3
"Ceará","Positivo / Detectável",570
"Ceará","Negativo / Não Detectável",177
Sergipe,"Negativo / Não Detectável",469
Sergipe,"Positivo / Detectável",248
"Minas Gerais","Negativo / Não Detectável",646
"Minas Gerais","Positivo / Detectável",43
"Minas Gerais","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",355
"Espírito Santo","Positivo / Detectável",284
"Espírito Santo","Inconclusivo / Indeterminado",22
"Amapá","Positivo / Detectável",470
"Amapá","Negativo / Não Detectável",130
"Amapá","Inconclusivo / Indeterminado",2
"Paraná","Negativo / Não Detectável",515
"Paraná","Positivo / Detectável",36
Amazonas,"Negativo / Não Detectável",323
Amazonas,"Positivo / Detectável",168
Amazonas,"Inconclusivo / Indeterminado",5
"Santa Catarina","Negativo / Não Detectável",373
"Santa Catarina","Positivo / Detectável",87
"Santa Catarina","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",279
"Pará","Negativo / Não Detectável",90
"Pará","Inconclusivo / Indeterminado",19
"Maranhão","Positivo / Detectável",221
"Maranhão","Negativo / Não Detectável",154
"Rio Grande do Sul","Negativo / Não Detectável",285
"Rio Grande do Sul","Positivo / Detectável",50
Alagoas,"Positivo / Detectável",220
Alagoas,"Negativo / Não Detectável",96
Alagoas,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",146
"Paraíba","Positivo / Detectável",136
"Goiás","Negativo / Não Detectável",238
"Goiás","Positivo / Detectável",28
"Goiás","Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",120
"Rondônia","Positivo / Detectável",116
"Rondônia","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",156
"Piauí","Positivo / Detectável",46
"Piauí","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",139
Tocantins,"Positivo / Detectável",63
"Rio Grande do Norte","Positivo / Detectável",98
"Rio Grande do Norte","Negativo / Não Detectável",93
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Acre,"Positivo / Detectável",105
Acre,"Negativo / Não Detectável",84
"Mato Grosso do Sul","Negativo / Não Detectável",178
"Mato Grosso do Sul","Positivo / Detectável",7
Roraima,"Positivo / Detectável",149
Roraima,"Negativo / Não Detectável",8
Roraima,"Inconclusivo / Indeterminado",1
"Mato Grosso","Negativo / Não Detectável",69
"Mato Grosso","Positivo / Detectável",15
"Distrito Federal","Negativo / Não Detectável",1
"Distrito Federal","Positivo / Detectável",1
