"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.177"
"São Paulo","Positivo / Detectável","1.146"
"São Paulo","Inconclusivo / Indeterminado",8
"Paraná","Negativo / Não Detectável","1.340"
"Paraná","Positivo / Detectável",767
"Paraná","Inconclusivo / Indeterminado",11
Bahia,"Positivo / Detectável",438
Bahia,"Negativo / Não Detectável",396
Bahia,"Inconclusivo / Indeterminado",4
"Rio Grande do Sul","Negativo / Não Detectável",348
"Rio Grande do Sul","Positivo / Detectável",253
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
"Mato Grosso do Sul","Negativo / Não Detectável",375
"Mato Grosso do Sul","Positivo / Detectável",125
"Minas Gerais","Negativo / Não Detectável",283
"Minas Gerais","Positivo / Detectável",170
"Minas Gerais","Inconclusivo / Indeterminado",16
"Espírito Santo","Negativo / Não Detectável",220
"Espírito Santo","Positivo / Detectável",210
"Espírito Santo","Inconclusivo / Indeterminado",12
"Santa Catarina","Positivo / Detectável",207
"Santa Catarina","Negativo / Não Detectável",164
"Santa Catarina","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável",240
"Rio de Janeiro","Positivo / Detectável",132
Pernambuco,"Negativo / Não Detectável",186
Pernambuco,"Positivo / Detectável",130
Pernambuco,"Inconclusivo / Indeterminado",6
Sergipe,"Positivo / Detectável",244
Sergipe,"Negativo / Não Detectável",75
"Ceará","Negativo / Não Detectável",164
"Ceará","Positivo / Detectável",78
"Rio Grande do Norte","Negativo / Não Detectável",87
"Rio Grande do Norte","Positivo / Detectável",79
"Paraíba","Negativo / Não Detectável",83
"Paraíba","Positivo / Detectável",53
"Goiás","Positivo / Detectável",75
"Goiás","Negativo / Não Detectável",55
"Piauí","Negativo / Não Detectável",59
"Piauí","Positivo / Detectável",59
Tocantins,"Positivo / Detectável",65
Tocantins,"Negativo / Não Detectável",49
"Rondônia","Positivo / Detectável",53
"Rondônia","Negativo / Não Detectável",52
"Rondônia","Inconclusivo / Indeterminado",4
"Pará","Negativo / Não Detectável",69
"Pará","Positivo / Detectável",14
Acre,"Negativo / Não Detectável",39
Acre,"Positivo / Detectável",39
"Maranhão","Negativo / Não Detectável",42
"Maranhão","Positivo / Detectável",18
Alagoas,"Negativo / Não Detectável",38
Alagoas,"Positivo / Detectável",19
"Amapá","Negativo / Não Detectável",38
"Amapá","Positivo / Detectável",17
"Amapá","Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",17
Amazonas,"Positivo / Detectável",13
Roraima,"Positivo / Detectável",10
Roraima,"Negativo / Não Detectável",9
"Distrito Federal","Negativo / Não Detectável",5
"Distrito Federal","Positivo / Detectável",3
"Mato Grosso","Negativo / Não Detectável",4
"Mato Grosso","Positivo / Detectável",1
