"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.755"
"Paraná","Positivo / Detectável","1.791"
"Paraná","Inconclusivo / Indeterminado",1
"São Paulo","Negativo / Não Detectável","5.079"
"São Paulo","Positivo / Detectável","2.423"
"São Paulo","Inconclusivo / Indeterminado",18
"Ceará","Negativo / Não Detectável","3.175"
"Ceará","Positivo / Detectável",326
Bahia,"Negativo / Não Detectável","1.521"
Bahia,"Positivo / Detectável",753
Bahia,"Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável","1.516"
"Rio de Janeiro","Positivo / Detectável",416
"Rio de Janeiro","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável","1.416"
"Rio Grande do Sul","Positivo / Detectável",527
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Santa Catarina","Negativo / Não Detectável","1.515"
"Santa Catarina","Positivo / Detectável",344
"Santa Catarina","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável","1.505"
Pernambuco,"Positivo / Detectável",247
Pernambuco,"Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável","1.180"
"Minas Gerais","Positivo / Detectável",383
"Minas Gerais","Inconclusivo / Indeterminado",23
"Mato Grosso do Sul","Negativo / Não Detectável",863
"Mato Grosso do Sul","Positivo / Detectável",407
Sergipe,"Negativo / Não Detectável",832
Sergipe,"Positivo / Detectável",179
"Espírito Santo","Negativo / Não Detectável",601
"Espírito Santo","Positivo / Detectável",209
"Espírito Santo","Inconclusivo / Indeterminado",4
"Rondônia","Negativo / Não Detectável",470
"Rondônia","Positivo / Detectável",228
"Rondônia","Inconclusivo / Indeterminado",2
"Rio Grande do Norte","Negativo / Não Detectável",541
"Rio Grande do Norte","Positivo / Detectável",154
Tocantins,"Positivo / Detectável",363
Tocantins,"Negativo / Não Detectável",272
"Piauí","Negativo / Não Detectável",304
"Piauí","Positivo / Detectável",100
"Goiás","Negativo / Não Detectável",142
"Goiás","Positivo / Detectável",91
"Pará","Negativo / Não Detectável",179
"Pará","Positivo / Detectável",44
"Pará","Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",123
"Paraíba","Positivo / Detectável",52
"Maranhão","Negativo / Não Detectável",149
"Maranhão","Positivo / Detectável",14
Amazonas,"Negativo / Não Detectável",101
Amazonas,"Positivo / Detectável",34
Acre,"Negativo / Não Detectável",106
Acre,"Positivo / Detectável",14
"Mato Grosso","Negativo / Não Detectável",75
"Mato Grosso","Positivo / Detectável",24
Alagoas,"Negativo / Não Detectável",83
Alagoas,"Positivo / Detectável",12
Roraima,"Negativo / Não Detectável",61
Roraima,"Positivo / Detectável",4
"Amapá","Negativo / Não Detectável",18
"Amapá","Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",13
"Distrito Federal","Positivo / Detectável",5
