"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",40
"Paraná","Positivo / Detectável",6
"São Paulo","Negativo / Não Detectável",30
"São Paulo","Positivo / Detectável",5
Amazonas,"Negativo / Não Detectável",18
Amazonas,"Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",15
Bahia,"Positivo / Detectável",3
Pernambuco,"Negativo / Não Detectável",14
Pernambuco,"Positivo / Detectável",3
"Rio Grande do Sul","Negativo / Não Detectável",17
"Rio de Janeiro","Negativo / Não Detectável",10
"Rio de Janeiro","Positivo / Detectável",6
"Mato Grosso do Sul","Negativo / Não Detectável",8
"Santa Catarina","Negativo / Não Detectável",5
"Santa Catarina","Positivo / Detectável",3
"Goiás","Negativo / Não Detectável",5
"Goiás","Positivo / Detectável",1
"Minas Gerais","Negativo / Não Detectável",5
"Minas Gerais","Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",3
Acre,"Negativo / Não Detectável",2
"Ceará","Negativo / Não Detectável",2
"Espírito Santo","Negativo / Não Detectável",2
"Maranhão","Negativo / Não Detectável",2
"Paraíba","Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",1
"Piauí","Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",2
