"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.958"
"São Paulo","Positivo / Detectável","1.246"
"São Paulo","Inconclusivo / Indeterminado",29
"Paraná","Negativo / Não Detectável","1.972"
"Paraná","Positivo / Detectável",713
"Paraná","Inconclusivo / Indeterminado",1
Bahia,"Negativo / Não Detectável","1.371"
Bahia,"Positivo / Detectável",641
Bahia,"Inconclusivo / Indeterminado",42
"Rio de Janeiro","Negativo / Não Detectável",822
"Rio de Janeiro","Positivo / Detectável",374
"Rio de Janeiro","Inconclusivo / Indeterminado",8
"Espírito Santo","Positivo / Detectável",574
"Espírito Santo","Negativo / Não Detectável",339
"Espírito Santo","Inconclusivo / Indeterminado",76
"Santa Catarina","Negativo / Não Detectável",655
"Santa Catarina","Positivo / Detectável",217
"Santa Catarina","Inconclusivo / Indeterminado",5
Pernambuco,"Negativo / Não Detectável",413
Pernambuco,"Positivo / Detectável",351
Pernambuco,"Inconclusivo / Indeterminado",14
"Minas Gerais","Negativo / Não Detectável",567
"Minas Gerais","Positivo / Detectável",194
"Minas Gerais","Inconclusivo / Indeterminado",8
"Rio Grande do Sul","Negativo / Não Detectável",553
"Rio Grande do Sul","Positivo / Detectável",154
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
"Mato Grosso do Sul","Negativo / Não Detectável",558
"Mato Grosso do Sul","Positivo / Detectável",132
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Mato Grosso","Negativo / Não Detectável",430
"Mato Grosso","Positivo / Detectável",238
"Mato Grosso","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",435
Tocantins,"Positivo / Detectável",209
"Rondônia","Negativo / Não Detectável",317
"Rondônia","Positivo / Detectável",292
"Rondônia","Inconclusivo / Indeterminado",13
Sergipe,"Positivo / Detectável",355
Sergipe,"Negativo / Não Detectável",177
"Ceará","Positivo / Detectável",274
"Ceará","Negativo / Não Detectável",209
"Ceará","Inconclusivo / Indeterminado",3
"Piauí","Negativo / Não Detectável",219
"Piauí","Positivo / Detectável",204
"Piauí","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Positivo / Detectável",217
"Rio Grande do Norte","Negativo / Não Detectável",163
Amazonas,"Negativo / Não Detectável",273
Amazonas,"Positivo / Detectável",70
Amazonas,"Inconclusivo / Indeterminado",2
"Maranhão","Negativo / Não Detectável",231
"Maranhão","Positivo / Detectável",49
Acre,"Positivo / Detectável",168
Acre,"Negativo / Não Detectável",103
Acre,"Inconclusivo / Indeterminado",2
"Amapá","Positivo / Detectável",173
"Amapá","Negativo / Não Detectável",91
"Amapá","Inconclusivo / Indeterminado",4
"Pará","Negativo / Não Detectável",162
"Pará","Positivo / Detectável",89
"Paraíba","Negativo / Não Detectável",137
"Paraíba","Positivo / Detectável",111
Roraima,"Positivo / Detectável",160
Roraima,"Negativo / Não Detectável",67
"Goiás","Negativo / Não Detectável",132
"Goiás","Positivo / Detectável",70
"Goiás","Inconclusivo / Indeterminado",1
Alagoas,"Positivo / Detectável",86
Alagoas,"Negativo / Não Detectável",53
"Distrito Federal","Negativo / Não Detectável",7
"Distrito Federal","Positivo / Detectável",3
