"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.518"
"Paraná","Positivo / Detectável","1.329"
"São Paulo","Negativo / Não Detectável","3.831"
"São Paulo","Positivo / Detectável","1.932"
"São Paulo","Inconclusivo / Indeterminado",28
"Rio Grande do Sul","Negativo / Não Detectável","1.650"
"Rio Grande do Sul","Positivo / Detectável",475
"Rio Grande do Sul","Inconclusivo / Indeterminado",13
Bahia,"Negativo / Não Detectável","1.414"
Bahia,"Positivo / Detectável",698
Bahia,"Inconclusivo / Indeterminado",35
"Santa Catarina","Negativo / Não Detectável","1.478"
"Santa Catarina","Positivo / Detectável",305
"Santa Catarina","Inconclusivo / Indeterminado",4
"Ceará","Negativo / Não Detectável","1.457"
"Ceará","Positivo / Detectável",275
"Ceará","Inconclusivo / Indeterminado",4
Pernambuco,"Negativo / Não Detectável","1.365"
Pernambuco,"Positivo / Detectável",180
Pernambuco,"Inconclusivo / Indeterminado",5
"Rio de Janeiro","Negativo / Não Detectável","1.038"
"Rio de Janeiro","Positivo / Detectável",315
"Rio de Janeiro","Inconclusivo / Indeterminado",18
"Espírito Santo","Negativo / Não Detectável",913
"Espírito Santo","Positivo / Detectável",376
"Espírito Santo","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",926
"Minas Gerais","Positivo / Detectável",312
"Minas Gerais","Inconclusivo / Indeterminado",3
"Mato Grosso do Sul","Negativo / Não Detectável",786
"Mato Grosso do Sul","Positivo / Detectável",333
"Mato Grosso do Sul","Inconclusivo / Indeterminado",9
"Rondônia","Negativo / Não Detectável",579
"Rondônia","Positivo / Detectável",116
"Rondônia","Inconclusivo / Indeterminado",2
"Piauí","Negativo / Não Detectável",517
"Piauí","Positivo / Detectável",165
Sergipe,"Negativo / Não Detectável",570
Sergipe,"Positivo / Detectável",103
Sergipe,"Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",480
"Rio Grande do Norte","Positivo / Detectável",87
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",189
Tocantins,"Positivo / Detectável",161
"Pará","Negativo / Não Detectável",188
"Pará","Positivo / Detectável",31
"Pará","Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",161
Amazonas,"Positivo / Detectável",57
"Mato Grosso","Negativo / Não Detectável",140
"Mato Grosso","Positivo / Detectável",51
"Paraíba","Negativo / Não Detectável",123
"Paraíba","Positivo / Detectável",36
"Goiás","Negativo / Não Detectável",84
"Goiás","Positivo / Detectável",63
"Maranhão","Negativo / Não Detectável",115
"Maranhão","Positivo / Detectável",25
Alagoas,"Negativo / Não Detectável",136
Alagoas,"Positivo / Detectável",3
Acre,"Negativo / Não Detectável",112
Acre,"Positivo / Detectável",20
Roraima,"Negativo / Não Detectável",48
Roraima,"Positivo / Detectável",15
"Distrito Federal","Negativo / Não Detectável",10
"Distrito Federal","Positivo / Detectável",3
"Amapá","Negativo / Não Detectável",2
"Amapá","Positivo / Detectável",2
