"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.916"
"Paraná","Positivo / Detectável","1.518"
"Paraná","Inconclusivo / Indeterminado",1
"São Paulo","Negativo / Não Detectável","3.907"
"São Paulo","Positivo / Detectável","2.082"
"São Paulo","Inconclusivo / Indeterminado",12
Bahia,"Negativo / Não Detectável","1.291"
Bahia,"Positivo / Detectável",651
Bahia,"Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável","1.394"
"Santa Catarina","Positivo / Detectável",299
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável","1.174"
"Rio Grande do Sul","Positivo / Detectável",452
"Rio Grande do Sul","Inconclusivo / Indeterminado",4
"Ceará","Negativo / Não Detectável","1.352"
"Ceará","Positivo / Detectável",275
"Rio de Janeiro","Negativo / Não Detectável","1.108"
"Rio de Janeiro","Positivo / Detectável",432
"Rio de Janeiro","Inconclusivo / Indeterminado",6
"Minas Gerais","Negativo / Não Detectável","1.210"
"Minas Gerais","Positivo / Detectável",295
"Minas Gerais","Inconclusivo / Indeterminado",15
Pernambuco,"Negativo / Não Detectável","1.158"
Pernambuco,"Positivo / Detectável",227
Pernambuco,"Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",758
"Mato Grosso do Sul","Positivo / Detectável",429
"Mato Grosso do Sul","Inconclusivo / Indeterminado",6
"Espírito Santo","Negativo / Não Detectável",618
"Espírito Santo","Positivo / Detectável",225
"Espírito Santo","Inconclusivo / Indeterminado",2
Sergipe,"Negativo / Não Detectável",691
Sergipe,"Positivo / Detectável",124
"Rondônia","Negativo / Não Detectável",439
"Rondônia","Positivo / Detectável",195
"Rondônia","Inconclusivo / Indeterminado",5
"Rio Grande do Norte","Negativo / Não Detectável",547
"Rio Grande do Norte","Positivo / Detectável",83
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",320
Tocantins,"Positivo / Detectável",305
"Piauí","Negativo / Não Detectável",210
"Piauí","Positivo / Detectável",110
"Pará","Negativo / Não Detectável",246
"Pará","Positivo / Detectável",43
"Pará","Inconclusivo / Indeterminado",2
"Goiás","Negativo / Não Detectável",145
"Goiás","Positivo / Detectável",121
"Maranhão","Negativo / Não Detectável",197
"Maranhão","Positivo / Detectável",21
Amazonas,"Negativo / Não Detectável",103
Amazonas,"Positivo / Detectável",50
Amazonas,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",103
"Paraíba","Positivo / Detectável",45
Acre,"Negativo / Não Detectável",119
Acre,"Positivo / Detectável",14
"Mato Grosso","Negativo / Não Detectável",61
"Mato Grosso","Positivo / Detectável",24
Alagoas,"Negativo / Não Detectável",67
Alagoas,"Positivo / Detectável",12
Roraima,"Negativo / Não Detectável",48
Roraima,"Positivo / Detectável",30
"Distrito Federal","Negativo / Não Detectável",10
"Distrito Federal","Positivo / Detectável",2
"Amapá","Negativo / Não Detectável",1
"Amapá","Positivo / Detectável",1
