"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","6.433"
"Paraná","Positivo / Detectável","1.839"
"Paraná","Inconclusivo / Indeterminado",5
"São Paulo","Negativo / Não Detectável","5.109"
"São Paulo","Positivo / Detectável","2.894"
"São Paulo","Inconclusivo / Indeterminado",18
Bahia,"Negativo / Não Detectável","1.749"
Bahia,"Positivo / Detectável",772
Bahia,"Inconclusivo / Indeterminado",6
"Rio de Janeiro","Negativo / Não Detectável","1.412"
"Rio de Janeiro","Positivo / Detectável",692
"Rio de Janeiro","Inconclusivo / Indeterminado",4
"Rio Grande do Sul","Negativo / Não Detectável","1.547"
"Rio Grande do Sul","Positivo / Detectável",578
"Rio Grande do Sul","Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável","1.818"
Pernambuco,"Positivo / Detectável",302
Pernambuco,"Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável","1.511"
"Santa Catarina","Positivo / Detectável",415
"Santa Catarina","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável","1.516"
"Minas Gerais","Positivo / Detectável",383
"Minas Gerais","Inconclusivo / Indeterminado",21
"Ceará","Negativo / Não Detectável","1.332"
"Ceará","Positivo / Detectável",448
"Ceará","Inconclusivo / Indeterminado",3
"Mato Grosso do Sul","Negativo / Não Detectável",743
"Mato Grosso do Sul","Positivo / Detectável",378
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",798
"Espírito Santo","Positivo / Detectável",299
"Espírito Santo","Inconclusivo / Indeterminado",2
Sergipe,"Negativo / Não Detectável",799
Sergipe,"Positivo / Detectável",134
"Rondônia","Negativo / Não Detectável",623
"Rondônia","Positivo / Detectável",259
"Rondônia","Inconclusivo / Indeterminado",4
"Goiás","Negativo / Não Detectável",514
"Goiás","Positivo / Detectável",267
"Goiás","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",613
"Rio Grande do Norte","Positivo / Detectável",167
"Piauí","Negativo / Não Detectável",442
"Piauí","Positivo / Detectável",272
Tocantins,"Positivo / Detectável",337
Tocantins,"Negativo / Não Detectável",241
"Pará","Negativo / Não Detectável",363
"Pará","Positivo / Detectável",89
"Pará","Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",198
Amazonas,"Positivo / Detectável",82
Amazonas,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",203
"Paraíba","Positivo / Detectável",70
"Maranhão","Negativo / Não Detectável",222
"Maranhão","Positivo / Detectável",28
"Mato Grosso","Negativo / Não Detectável",114
"Mato Grosso","Positivo / Detectável",69
Acre,"Negativo / Não Detectável",147
Acre,"Positivo / Detectável",31
Alagoas,"Negativo / Não Detectável",89
Alagoas,"Positivo / Detectável",12
Roraima,"Negativo / Não Detectável",62
Roraima,"Positivo / Detectável",27
"Distrito Federal","Negativo / Não Detectável",13
"Distrito Federal","Positivo / Detectável",6
"Amapá","Negativo / Não Detectável",4
