"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",47
"Paraná","Positivo / Detectável",5
"São Paulo","Negativo / Não Detectável",25
"São Paulo","Positivo / Detectável",9
"Minas Gerais","Negativo / Não Detectável",17
"Minas Gerais","Positivo / Detectável",3
"Rio Grande do Sul","Negativo / Não Detectável",18
"Rio Grande do Sul","Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",16
Bahia,"Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",17
"Rio de Janeiro","Positivo / Detectável",1
"Mato Grosso do Sul","Negativo / Não Detectável",15
"Mato Grosso do Sul","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",13
Amazonas,"Positivo / Detectável",2
Tocantins,"Negativo / Não Detectável",7
"Ceará","Negativo / Não Detectável",4
"Ceará","Positivo / Detectável",2
"Espírito Santo","Negativo / Não Detectável",6
Sergipe,"Negativo / Não Detectável",4
Sergipe,"Positivo / Detectável",2
Acre,"Negativo / Não Detectável",4
"Paraíba","Negativo / Não Detectável",4
"Goiás","Negativo / Não Detectável",2
"Goiás","Positivo / Detectável",1
"Maranhão","Negativo / Não Detectável",2
"Maranhão","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",2
"Piauí","Positivo / Detectável",1
"Rio Grande do Norte","Negativo / Não Detectável",3
"Santa Catarina","Negativo / Não Detectável",2
Alagoas,"Negativo / Não Detectável",1
Pernambuco,"Negativo / Não Detectável",1
Roraima,"Positivo / Detectável",1
