"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",25
"Paraná","Positivo / Detectável",9
"São Paulo","Negativo / Não Detectável",24
"São Paulo","Positivo / Detectável",9
Amazonas,"Negativo / Não Detectável",17
Amazonas,"Positivo / Detectável",2
"Maranhão","Negativo / Não Detectável",12
"Maranhão","Positivo / Detectável",4
"Santa Catarina","Negativo / Não Detectável",13
"Santa Catarina","Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",7
"Ceará","Positivo / Detectável",3
Bahia,"Negativo / Não Detectável",6
Bahia,"Positivo / Detectável",3
"Rio Grande do Sul","Negativo / Não Detectável",7
Acre,"Negativo / Não Detectável",6
"Minas Gerais","Negativo / Não Detectável",5
"Minas Gerais","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",5
Pernambuco,"Negativo / Não Detectável",5
"Rio de Janeiro","Negativo / Não Detectável",2
"Rio de Janeiro","Positivo / Detectável",2
"Pará","Negativo / Não Detectável",2
"Pará","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",2
"Mato Grosso","Negativo / Não Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",1
"Rio Grande do Norte","Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",2
