"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",468
"São Paulo","Positivo / Detectável",261
Bahia,"Negativo / Não Detectável",400
Bahia,"Positivo / Detectável",158
Bahia,"Inconclusivo / Indeterminado",2
"Rio de Janeiro","Positivo / Detectável",192
"Rio de Janeiro","Negativo / Não Detectável",166
"Rio de Janeiro","Inconclusivo / Indeterminado",13
Pernambuco,"Positivo / Detectável",185
Pernambuco,"Negativo / Não Detectável",163
Pernambuco,"Inconclusivo / Indeterminado",4
"Ceará","Positivo / Detectável",238
"Ceará","Negativo / Não Detectável",105
"Ceará","Inconclusivo / Indeterminado",6
"Paraná","Negativo / Não Detectável",263
"Paraná","Positivo / Detectável",22
"Espírito Santo","Negativo / Não Detectável",196
"Espírito Santo","Positivo / Detectável",76
"Espírito Santo","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",238
"Minas Gerais","Positivo / Detectável",4
"Maranhão","Positivo / Detectável",93
"Maranhão","Negativo / Não Detectável",69
"Santa Catarina","Negativo / Não Detectável",141
"Santa Catarina","Positivo / Detectável",18
"Pará","Positivo / Detectável",124
"Pará","Negativo / Não Detectável",31
"Amapá","Positivo / Detectável",76
"Amapá","Negativo / Não Detectável",57
Sergipe,"Negativo / Não Detectável",107
Sergipe,"Positivo / Detectável",9
"Rio Grande do Sul","Negativo / Não Detectável",71
"Rio Grande do Sul","Positivo / Detectável",24
Alagoas,"Negativo / Não Detectável",45
Alagoas,"Positivo / Detectável",32
Alagoas,"Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",58
"Rondônia","Positivo / Detectável",12
"Piauí","Negativo / Não Detectável",49
"Piauí","Positivo / Detectável",19
"Goiás","Negativo / Não Detectável",62
"Goiás","Positivo / Detectável",2
Acre,"Negativo / Não Detectável",41
Acre,"Positivo / Detectável",21
"Paraíba","Negativo / Não Detectável",49
"Paraíba","Positivo / Detectável",10
"Rio Grande do Norte","Negativo / Não Detectável",35
"Rio Grande do Norte","Positivo / Detectável",21
Roraima,"Positivo / Detectável",16
Roraima,"Negativo / Não Detectável",8
Roraima,"Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",23
"Mato Grosso do Sul","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",16
Tocantins,"Negativo / Não Detectável",8
Tocantins,"Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",5
"Distrito Federal","Negativo / Não Detectável",1
