"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","3.984"
"Paraná","Positivo / Detectável","1.615"
"Paraná","Inconclusivo / Indeterminado",35
"São Paulo","Negativo / Não Detectável","2.591"
"São Paulo","Positivo / Detectável","1.812"
"São Paulo","Inconclusivo / Indeterminado",13
Bahia,"Negativo / Não Detectável","1.376"
Bahia,"Positivo / Detectável",901
Bahia,"Inconclusivo / Indeterminado",18
"Rio Grande do Sul","Negativo / Não Detectável",909
"Rio Grande do Sul","Positivo / Detectável",401
"Mato Grosso","Negativo / Não Detectável",660
"Mato Grosso","Positivo / Detectável",592
"Mato Grosso","Inconclusivo / Indeterminado",18
"Minas Gerais","Negativo / Não Detectável",736
"Minas Gerais","Positivo / Detectável",377
"Minas Gerais","Inconclusivo / Indeterminado",21
"Rio de Janeiro","Negativo / Não Detectável",767
"Rio de Janeiro","Positivo / Detectável",304
"Rio de Janeiro","Inconclusivo / Indeterminado",3
"Espírito Santo","Positivo / Detectável",633
"Espírito Santo","Negativo / Não Detectável",425
"Espírito Santo","Inconclusivo / Indeterminado",6
"Santa Catarina","Negativo / Não Detectável",615
"Santa Catarina","Positivo / Detectável",434
"Santa Catarina","Inconclusivo / Indeterminado",1
Sergipe,"Positivo / Detectável",756
Sergipe,"Negativo / Não Detectável",178
"Mato Grosso do Sul","Negativo / Não Detectável",609
"Mato Grosso do Sul","Positivo / Detectável",200
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável",451
Pernambuco,"Positivo / Detectável",302
Pernambuco,"Inconclusivo / Indeterminado",8
"Ceará","Negativo / Não Detectável",427
"Ceará","Positivo / Detectável",251
"Ceará","Inconclusivo / Indeterminado",1
"Rondônia","Positivo / Detectável",324
"Rondônia","Negativo / Não Detectável",284
"Rondônia","Inconclusivo / Indeterminado",2
"Piauí","Negativo / Não Detectável",295
"Piauí","Positivo / Detectável",286
"Piauí","Inconclusivo / Indeterminado",4
"Rio Grande do Norte","Positivo / Detectável",248
"Rio Grande do Norte","Negativo / Não Detectável",191
Acre,"Positivo / Detectável",189
Acre,"Negativo / Não Detectável",180
"Goiás","Negativo / Não Detectável",194
"Goiás","Positivo / Detectável",174
Tocantins,"Negativo / Não Detectável",200
Tocantins,"Positivo / Detectável",154
Roraima,"Positivo / Detectável",209
Roraima,"Negativo / Não Detectável",99
"Pará","Negativo / Não Detectável",175
"Pará","Positivo / Detectável",115
"Pará","Inconclusivo / Indeterminado",1
Amazonas,"Negativo / Não Detectável",240
Amazonas,"Positivo / Detectável",35
Amazonas,"Inconclusivo / Indeterminado",1
"Maranhão","Negativo / Não Detectável",209
"Maranhão","Positivo / Detectável",66
"Paraíba","Negativo / Não Detectável",118
"Paraíba","Positivo / Detectável",89
"Amapá","Negativo / Não Detectável",79
"Amapá","Positivo / Detectável",74
"Amapá","Inconclusivo / Indeterminado",4
Alagoas,"Positivo / Detectável",53
Alagoas,"Negativo / Não Detectável",33
"Distrito Federal","Negativo / Não Detectável",9
"Distrito Federal","Positivo / Detectável",2
