"UF de residência",Resultados,"Nº de exames realizados"
"Minas Gerais","Negativo / Não Detectável",32
"Minas Gerais","Positivo / Detectável",5
"Minas Gerais","Inconclusivo / Indeterminado",2
"Paraná","Negativo / Não Detectável",25
"Paraná","Positivo / Detectável",1
Bahia,"Negativo / Não Detectável",17
Bahia,"Positivo / Detectável",5
"São Paulo","Negativo / Não Detectável",15
"São Paulo","Positivo / Detectável",4
Pernambuco,"Negativo / Não Detectável",14
Pernambuco,"Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",11
"Goiás","Positivo / Detectável",3
"Rio de Janeiro","Negativo / Não Detectável",10
"Rio de Janeiro","Positivo / Detectável",2
"Paraíba","Negativo / Não Detectável",10
Amazonas,"Negativo / Não Detectável",6
Amazonas,"Positivo / Detectável",2
"Piauí","Negativo / Não Detectável",6
"Piauí","Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",6
"Mato Grosso do Sul","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",7
Acre,"Negativo / Não Detectável",6
"Santa Catarina","Negativo / Não Detectável",6
"Maranhão","Negativo / Não Detectável",4
"Rio Grande do Norte","Negativo / Não Detectável",2
Tocantins,"Negativo / Não Detectável",2
"Ceará","Negativo / Não Detectável",1
"Pará","Positivo / Detectável",1
