"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",871
"São Paulo","Positivo / Detectável",383
"São Paulo","Inconclusivo / Indeterminado",6
"Rio de Janeiro","Positivo / Detectável",694
"Rio de Janeiro","Negativo / Não Detectável",426
"Rio de Janeiro","Inconclusivo / Indeterminado",19
Bahia,"Negativo / Não Detectável",848
Bahia,"Positivo / Detectável",270
Bahia,"Inconclusivo / Indeterminado",10
Pernambuco,"Positivo / Detectável",589
Pernambuco,"Negativo / Não Detectável",418
Pernambuco,"Inconclusivo / Indeterminado",3
"Ceará","Positivo / Detectável",582
"Ceará","Negativo / Não Detectável",270
"Ceará","Inconclusivo / Indeterminado",3
"Amapá","Positivo / Detectável",535
"Amapá","Negativo / Não Detectável",290
"Amapá","Inconclusivo / Indeterminado",17
"Espírito Santo","Negativo / Não Detectável",438
"Espírito Santo","Positivo / Detectável",297
"Espírito Santo","Inconclusivo / Indeterminado",11
Sergipe,"Negativo / Não Detectável",357
Sergipe,"Positivo / Detectável",261
"Paraná","Negativo / Não Detectável",488
"Paraná","Positivo / Detectável",52
Amazonas,"Negativo / Não Detectável",239
Amazonas,"Positivo / Detectável",197
Amazonas,"Inconclusivo / Indeterminado",5
"Paraíba","Negativo / Não Detectável",283
"Paraíba","Positivo / Detectável",151
"Santa Catarina","Negativo / Não Detectável",352
"Santa Catarina","Positivo / Detectável",71
"Santa Catarina","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",286
"Pará","Negativo / Não Detectável",105
"Pará","Inconclusivo / Indeterminado",2
"Minas Gerais","Negativo / Não Detectável",342
"Minas Gerais","Positivo / Detectável",43
"Minas Gerais","Inconclusivo / Indeterminado",6
"Maranhão","Positivo / Detectável",227
"Maranhão","Negativo / Não Detectável",153
"Maranhão","Inconclusivo / Indeterminado",1
Alagoas,"Positivo / Detectável",240
Alagoas,"Negativo / Não Detectável",126
"Rio Grande do Sul","Negativo / Não Detectável",252
"Rio Grande do Sul","Positivo / Detectável",45
"Rondônia","Negativo / Não Detectável",187
"Rondônia","Positivo / Detectável",108
"Rondônia","Inconclusivo / Indeterminado",2
"Mato Grosso do Sul","Negativo / Não Detectável",217
"Mato Grosso do Sul","Positivo / Detectável",21
"Rio Grande do Norte","Negativo / Não Detectável",131
"Rio Grande do Norte","Positivo / Detectável",95
Tocantins,"Negativo / Não Detectável",133
Tocantins,"Positivo / Detectável",68
Acre,"Positivo / Detectável",109
Acre,"Negativo / Não Detectável",91
"Piauí","Negativo / Não Detectável",129
"Piauí","Positivo / Detectável",48
"Piauí","Inconclusivo / Indeterminado",2
"Goiás","Negativo / Não Detectável",137
"Goiás","Positivo / Detectável",33
"Mato Grosso","Negativo / Não Detectável",135
"Mato Grosso","Positivo / Detectável",19
Roraima,"Positivo / Detectável",68
Roraima,"Negativo / Não Detectável",17
