"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","3.780"
"Paraná","Positivo / Detectável","1.428"
"Paraná","Inconclusivo / Indeterminado",21
"São Paulo","Negativo / Não Detectável","2.457"
"São Paulo","Positivo / Detectável","1.642"
"São Paulo","Inconclusivo / Indeterminado",10
Bahia,"Negativo / Não Detectável","1.172"
Bahia,"Positivo / Detectável",649
Bahia,"Inconclusivo / Indeterminado",19
"Mato Grosso","Negativo / Não Detectável",657
"Mato Grosso","Positivo / Detectável",600
"Mato Grosso","Inconclusivo / Indeterminado",6
"Minas Gerais","Negativo / Não Detectável",763
"Minas Gerais","Positivo / Detectável",402
"Minas Gerais","Inconclusivo / Indeterminado",15
"Rio Grande do Sul","Negativo / Não Detectável",675
"Rio Grande do Sul","Positivo / Detectável",346
"Santa Catarina","Negativo / Não Detectável",633
"Santa Catarina","Positivo / Detectável",366
"Santa Catarina","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",753
"Mato Grosso do Sul","Positivo / Detectável",184
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Espírito Santo","Positivo / Detectável",496
"Espírito Santo","Negativo / Não Detectável",428
"Espírito Santo","Inconclusivo / Indeterminado",10
"Rio de Janeiro","Negativo / Não Detectável",598
"Rio de Janeiro","Positivo / Detectável",236
"Rio de Janeiro","Inconclusivo / Indeterminado",1
Sergipe,"Positivo / Detectável",443
Sergipe,"Negativo / Não Detectável",88
"Ceará","Negativo / Não Detectável",308
"Ceará","Positivo / Detectável",203
"Ceará","Inconclusivo / Indeterminado",3
"Piauí","Positivo / Detectável",258
"Piauí","Negativo / Não Detectável",218
"Rio Grande do Norte","Negativo / Não Detectável",241
"Rio Grande do Norte","Positivo / Detectável",234
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Rondônia","Negativo / Não Detectável",245
"Rondônia","Positivo / Detectável",206
"Rondônia","Inconclusivo / Indeterminado",2
"Goiás","Negativo / Não Detectável",209
"Goiás","Positivo / Detectável",178
"Pará","Negativo / Não Detectável",212
"Pará","Positivo / Detectável",114
"Pará","Inconclusivo / Indeterminado",1
Tocantins,"Positivo / Detectável",181
Tocantins,"Negativo / Não Detectável",133
"Maranhão","Negativo / Não Detectável",242
"Maranhão","Positivo / Detectável",46
Acre,"Positivo / Detectável",129
Acre,"Negativo / Não Detectável",114
Acre,"Inconclusivo / Indeterminado",2
Roraima,"Positivo / Detectável",161
Roraima,"Negativo / Não Detectável",67
Amazonas,"Negativo / Não Detectável",155
Amazonas,"Positivo / Detectável",56
Amazonas,"Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável",110
Pernambuco,"Positivo / Detectável",93
Pernambuco,"Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",72
"Paraíba","Positivo / Detectável",61
"Paraíba","Inconclusivo / Indeterminado",1
"Amapá","Negativo / Não Detectável",84
"Amapá","Positivo / Detectável",46
"Amapá","Inconclusivo / Indeterminado",2
Alagoas,"Negativo / Não Detectável",54
Alagoas,"Positivo / Detectável",47
"Distrito Federal","Negativo / Não Detectável",4
"Distrito Federal","Positivo / Detectável",2
