"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",127
"São Paulo","Positivo / Detectável",33
"Paraná","Negativo / Não Detectável",74
"Paraná","Positivo / Detectável",24
"Rio Grande do Sul","Negativo / Não Detectável",65
"Rio Grande do Sul","Positivo / Detectável",27
"Minas Gerais","Negativo / Não Detectável",81
"Minas Gerais","Positivo / Detectável",3
"Mato Grosso do Sul","Negativo / Não Detectável",42
"Mato Grosso do Sul","Positivo / Detectável",6
"Santa Catarina","Negativo / Não Detectável",41
"Santa Catarina","Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",23
"Rio de Janeiro","Positivo / Detectável",6
"Ceará","Negativo / Não Detectável",14
"Ceará","Positivo / Detectável",4
Bahia,"Negativo / Não Detectável",12
Bahia,"Positivo / Detectável",4
"Espírito Santo","Negativo / Não Detectável",12
"Espírito Santo","Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",10
"Goiás","Positivo / Detectável",3
"Maranhão","Negativo / Não Detectável",10
"Maranhão","Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",10
"Pará","Negativo / Não Detectável",6
"Pará","Positivo / Detectável",3
Pernambuco,"Negativo / Não Detectável",4
Pernambuco,"Positivo / Detectável",4
"Rio Grande do Norte","Negativo / Não Detectável",6
"Rio Grande do Norte","Positivo / Detectável",2
"Paraíba","Negativo / Não Detectável",3
"Paraíba","Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",3
Roraima,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",4
"Distrito Federal","Negativo / Não Detectável",2
"Distrito Federal","Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",3
Acre,"Negativo / Não Detectável",1
Acre,"Positivo / Detectável",1
Alagoas,"Positivo / Detectável",2
"Mato Grosso","Negativo / Não Detectável",1
