"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",9
"São Paulo","Positivo / Detectável",1
"Paraná","Negativo / Não Detectável",8
"Ceará","Negativo / Não Detectável",5
"Rio Grande do Sul","Negativo / Não Detectável",4
"Rio Grande do Sul","Positivo / Detectável",1
"Maranhão","Negativo / Não Detectável",4
"Rio de Janeiro","Positivo / Detectável",3
"Rio de Janeiro","Negativo / Não Detectável",1
"Santa Catarina","Negativo / Não Detectável",2
"Santa Catarina","Positivo / Detectável",2
Sergipe,"Negativo / Não Detectável",4
Bahia,"Negativo / Não Detectável",2
"Goiás","Negativo / Não Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",2
Pernambuco,"Negativo / Não Detectável",2
