"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",44
"São Paulo","Positivo / Detectável",3
"Goiás","Negativo / Não Detectável",32
"Rio de Janeiro","Negativo / Não Detectável",32
"Paraná","Negativo / Não Detectável",20
"Paraná","Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",21
"Minas Gerais","Negativo / Não Detectável",15
"Santa Catarina","Negativo / Não Detectável",13
Bahia,"Negativo / Não Detectável",8
Bahia,"Positivo / Detectável",3
Amazonas,"Negativo / Não Detectável",7
"Mato Grosso do Sul","Negativo / Não Detectável",6
"Paraíba","Negativo / Não Detectável",6
"Maranhão","Negativo / Não Detectável",5
"Ceará","Negativo / Não Detectável",4
Pernambuco,"Negativo / Não Detectável",4
"Rio Grande do Norte","Negativo / Não Detectável",3
"Rio Grande do Norte","Positivo / Detectável",1
"Pará","Negativo / Não Detectável",3
"Espírito Santo","Negativo / Não Detectável",2
Tocantins,"Negativo / Não Detectável",1
