"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",35
"Paraná","Positivo / Detectável",9
"São Paulo","Negativo / Não Detectável",35
"São Paulo","Positivo / Detectável",6
"Minas Gerais","Negativo / Não Detectável",28
"Minas Gerais","Positivo / Detectável",4
"Mato Grosso do Sul","Negativo / Não Detectável",17
"Mato Grosso do Sul","Positivo / Detectável",3
Pernambuco,"Negativo / Não Detectável",18
"Rio Grande do Sul","Negativo / Não Detectável",18
"Rio de Janeiro","Negativo / Não Detectável",9
"Rio de Janeiro","Positivo / Detectável",7
"Goiás","Negativo / Não Detectável",5
"Goiás","Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",5
"Espírito Santo","Negativo / Não Detectável",2
"Espírito Santo","Positivo / Detectável",2
"Pará","Negativo / Não Detectável",4
"Piauí","Negativo / Não Detectável",2
"Piauí","Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",3
Roraima,"Negativo / Não Detectável",3
Acre,"Negativo / Não Detectável",2
Bahia,"Negativo / Não Detectável",1
Bahia,"Positivo / Detectável",1
"Maranhão","Negativo / Não Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",1
"Rio Grande do Norte","Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",2
"Santa Catarina","Positivo / Detectável",2
"Amapá","Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",1
