"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",66
"Paraná","Positivo / Detectável",23
"São Paulo","Negativo / Não Detectável",49
"São Paulo","Positivo / Detectável",14
"Minas Gerais","Negativo / Não Detectável",31
"Minas Gerais","Positivo / Detectável",2
"Rio de Janeiro","Negativo / Não Detectável",15
"Rio de Janeiro","Positivo / Detectável",8
Bahia,"Negativo / Não Detectável",19
Bahia,"Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",20
"Rio Grande do Sul","Negativo / Não Detectável",18
"Rio Grande do Sul","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",16
Amazonas,"Positivo / Detectável",1
"Santa Catarina","Negativo / Não Detectável",13
"Santa Catarina","Positivo / Detectável",2
"Maranhão","Negativo / Não Detectável",8
"Maranhão","Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",5
"Ceará","Positivo / Detectável",4
"Mato Grosso do Sul","Negativo / Não Detectável",8
"Distrito Federal","Negativo / Não Detectável",7
"Espírito Santo","Negativo / Não Detectável",5
"Espírito Santo","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",6
Sergipe,"Negativo / Não Detectável",6
Tocantins,"Negativo / Não Detectável",5
Acre,"Negativo / Não Detectável",3
Acre,"Positivo / Detectável",1
Pernambuco,"Negativo / Não Detectável",4
"Piauí","Negativo / Não Detectável",4
"Pará","Negativo / Não Detectável",2
"Pará","Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",1
