"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.713"
"Paraná","Positivo / Detectável","1.385"
"Paraná","Inconclusivo / Indeterminado",2
"São Paulo","Negativo / Não Detectável","4.415"
"São Paulo","Positivo / Detectável","2.122"
"São Paulo","Inconclusivo / Indeterminado",21
Bahia,"Negativo / Não Detectável","1.803"
Bahia,"Positivo / Detectável",825
Bahia,"Inconclusivo / Indeterminado",10
"Ceará","Negativo / Não Detectável","1.688"
"Ceará","Positivo / Detectável",456
"Ceará","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável","1.508"
"Rio Grande do Sul","Positivo / Detectável",437
"Rio Grande do Sul","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável","1.290"
"Rio de Janeiro","Positivo / Detectável",480
"Rio de Janeiro","Inconclusivo / Indeterminado",6
"Minas Gerais","Negativo / Não Detectável","1.232"
"Minas Gerais","Positivo / Detectável",439
"Minas Gerais","Inconclusivo / Indeterminado",22
Pernambuco,"Negativo / Não Detectável","1.420"
Pernambuco,"Positivo / Detectável",216
Pernambuco,"Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável","1.342"
"Santa Catarina","Positivo / Detectável",242
"Santa Catarina","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",780
"Espírito Santo","Positivo / Detectável",327
"Espírito Santo","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",760
"Mato Grosso do Sul","Positivo / Detectável",345
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Rondônia","Negativo / Não Detectável",597
"Rondônia","Positivo / Detectável",284
"Rondônia","Inconclusivo / Indeterminado",7
"Rio Grande do Norte","Negativo / Não Detectável",594
"Rio Grande do Norte","Positivo / Detectável",126
"Piauí","Negativo / Não Detectável",495
"Piauí","Positivo / Detectável",207
"Goiás","Negativo / Não Detectável",468
"Goiás","Positivo / Detectável",233
Sergipe,"Negativo / Não Detectável",587
Sergipe,"Positivo / Detectável",96
Tocantins,"Positivo / Detectável",235
Tocantins,"Negativo / Não Detectável",219
"Pará","Negativo / Não Detectável",305
"Pará","Positivo / Detectável",40
"Paraíba","Negativo / Não Detectável",230
"Paraíba","Positivo / Detectável",73
"Maranhão","Negativo / Não Detectável",185
"Maranhão","Positivo / Detectável",15
Amazonas,"Negativo / Não Detectável",115
Amazonas,"Positivo / Detectável",57
Amazonas,"Inconclusivo / Indeterminado",1
Acre,"Negativo / Não Detectável",113
Acre,"Positivo / Detectável",18
"Mato Grosso","Negativo / Não Detectável",90
"Mato Grosso","Positivo / Detectável",38
Alagoas,"Negativo / Não Detectável",102
Alagoas,"Positivo / Detectável",10
Roraima,"Positivo / Detectável",32
Roraima,"Negativo / Não Detectável",14
"Distrito Federal","Negativo / Não Detectável",17
"Distrito Federal","Positivo / Detectável",5
"Amapá","Negativo / Não Detectável",1
"Amapá","Positivo / Detectável",1
