"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.156"
"São Paulo","Positivo / Detectável",288
"São Paulo","Inconclusivo / Indeterminado",9
"Paraná","Negativo / Não Detectável",584
"Paraná","Positivo / Detectável",53
Bahia,"Negativo / Não Detectável",465
Bahia,"Positivo / Detectável",53
"Minas Gerais","Negativo / Não Detectável",430
"Minas Gerais","Positivo / Detectável",18
"Minas Gerais","Inconclusivo / Indeterminado",8
"Ceará","Negativo / Não Detectável",306
"Ceará","Positivo / Detectável",91
"Ceará","Inconclusivo / Indeterminado",4
"Rio de Janeiro","Negativo / Não Detectável",272
"Rio de Janeiro","Positivo / Detectável",44
"Rio de Janeiro","Inconclusivo / Indeterminado",3
"Santa Catarina","Negativo / Não Detectável",244
"Santa Catarina","Positivo / Detectável",23
"Santa Catarina","Inconclusivo / Indeterminado",3
"Rio Grande do Sul","Negativo / Não Detectável",211
"Rio Grande do Sul","Positivo / Detectável",9
Pernambuco,"Negativo / Não Detectável",181
Pernambuco,"Positivo / Detectável",32
Amazonas,"Negativo / Não Detectável",123
Amazonas,"Positivo / Detectável",26
Amazonas,"Inconclusivo / Indeterminado",3
"Rio Grande do Norte","Negativo / Não Detectável",108
"Rio Grande do Norte","Positivo / Detectável",31
"Rio Grande do Norte","Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",121
"Goiás","Positivo / Detectável",13
"Mato Grosso do Sul","Negativo / Não Detectável",102
"Mato Grosso do Sul","Positivo / Detectável",14
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Piauí","Negativo / Não Detectável",104
"Piauí","Positivo / Detectável",11
"Piauí","Inconclusivo / Indeterminado",2
"Maranhão","Negativo / Não Detectável",101
"Maranhão","Positivo / Detectável",8
"Pará","Negativo / Não Detectável",89
"Pará","Positivo / Detectável",13
"Amapá","Negativo / Não Detectável",89
"Amapá","Positivo / Detectável",7
"Amapá","Inconclusivo / Indeterminado",1
"Espírito Santo","Negativo / Não Detectável",78
"Espírito Santo","Positivo / Detectável",13
"Paraíba","Negativo / Não Detectável",61
"Paraíba","Positivo / Detectável",6
"Rondônia","Negativo / Não Detectável",60
"Rondônia","Positivo / Detectável",5
Alagoas,"Negativo / Não Detectável",57
Alagoas,"Inconclusivo / Indeterminado",1
Alagoas,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",42
Tocantins,"Positivo / Detectável",2
Sergipe,"Negativo / Não Detectável",31
Sergipe,"Positivo / Detectável",9
"Mato Grosso","Negativo / Não Detectável",35
"Mato Grosso","Positivo / Detectável",4
Roraima,"Negativo / Não Detectável",20
Roraima,"Positivo / Detectável",2
Acre,"Negativo / Não Detectável",1
"Distrito Federal","Negativo / Não Detectável",1
