"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",70
"Paraná","Positivo / Detectável",13
"Minas Gerais","Negativo / Não Detectável",34
"Minas Gerais","Positivo / Detectável",2
"São Paulo","Negativo / Não Detectável",29
"São Paulo","Positivo / Detectável",6
"Rio de Janeiro","Negativo / Não Detectável",22
"Rio de Janeiro","Positivo / Detectável",7
Amazonas,"Negativo / Não Detectável",21
Amazonas,"Positivo / Detectável",2
"Mato Grosso do Sul","Negativo / Não Detectável",21
"Mato Grosso do Sul","Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",18
"Goiás","Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",12
"Ceará","Positivo / Detectável",7
"Rio Grande do Sul","Negativo / Não Detectável",14
"Rio Grande do Sul","Positivo / Detectável",4
Bahia,"Negativo / Não Detectável",7
Bahia,"Positivo / Detectável",3
"Espírito Santo","Negativo / Não Detectável",9
"Espírito Santo","Positivo / Detectável",1
"Santa Catarina","Positivo / Detectável",8
"Santa Catarina","Negativo / Não Detectável",2
Pernambuco,"Negativo / Não Detectável",9
"Rondônia","Negativo / Não Detectável",8
Acre,"Negativo / Não Detectável",4
Sergipe,"Negativo / Não Detectável",2
Sergipe,"Positivo / Detectável",1
Tocantins,"Positivo / Detectável",2
Tocantins,"Negativo / Não Detectável",1
"Paraíba","Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",1
"Piauí","Positivo / Detectável",1
"Rio Grande do Norte","Negativo / Não Detectável",2
Roraima,"Negativo / Não Detectável",1
