"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.082"
"São Paulo","Positivo / Detectável",318
"São Paulo","Inconclusivo / Indeterminado",10
"Paraná","Negativo / Não Detectável",615
"Paraná","Positivo / Detectável",60
"Rio de Janeiro","Negativo / Não Detectável",282
"Rio de Janeiro","Positivo / Detectável",170
"Rio de Janeiro","Inconclusivo / Indeterminado",13
Bahia,"Negativo / Não Detectável",419
Bahia,"Positivo / Detectável",28
"Minas Gerais","Negativo / Não Detectável",392
"Minas Gerais","Positivo / Detectável",15
"Minas Gerais","Inconclusivo / Indeterminado",4
"Ceará","Negativo / Não Detectável",221
"Ceará","Positivo / Detectável",67
"Ceará","Inconclusivo / Indeterminado",3
"Santa Catarina","Negativo / Não Detectável",199
"Santa Catarina","Positivo / Detectável",29
"Santa Catarina","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável",161
Pernambuco,"Positivo / Detectável",46
Pernambuco,"Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",182
"Rio Grande do Sul","Positivo / Detectável",22
Amazonas,"Negativo / Não Detectável",106
Amazonas,"Positivo / Detectável",61
Amazonas,"Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",135
"Rio Grande do Norte","Positivo / Detectável",20
"Espírito Santo","Negativo / Não Detectável",131
"Espírito Santo","Positivo / Detectável",22
"Piauí","Negativo / Não Detectável",126
"Piauí","Positivo / Detectável",24
"Amapá","Negativo / Não Detectável",120
"Amapá","Positivo / Detectável",21
"Mato Grosso do Sul","Negativo / Não Detectável",120
"Mato Grosso do Sul","Positivo / Detectável",20
"Goiás","Negativo / Não Detectável",118
"Goiás","Positivo / Detectável",17
"Pará","Negativo / Não Detectável",82
"Pará","Positivo / Detectável",16
"Maranhão","Negativo / Não Detectável",69
"Maranhão","Positivo / Detectável",16
"Rondônia","Negativo / Não Detectável",76
"Rondônia","Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",49
"Paraíba","Positivo / Detectável",5
Sergipe,"Negativo / Não Detectável",36
Sergipe,"Positivo / Detectável",7
Alagoas,"Negativo / Não Detectável",31
Alagoas,"Positivo / Detectável",5
Alagoas,"Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",28
Tocantins,"Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",20
"Mato Grosso","Positivo / Detectável",7
Roraima,"Negativo / Não Detectável",12
Roraima,"Positivo / Detectável",1
Acre,"Negativo / Não Detectável",4
"Distrito Federal","Negativo / Não Detectável",3
"Distrito Federal","Inconclusivo / Indeterminado",1
