"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",110
"São Paulo","Positivo / Detectável",37
"Rio de Janeiro","Negativo / Não Detectável",127
"Rio de Janeiro","Positivo / Detectável",18
"Paraná","Negativo / Não Detectável",63
"Paraná","Positivo / Detectável",14
"Minas Gerais","Negativo / Não Detectável",62
"Minas Gerais","Positivo / Detectável",7
"Rio Grande do Sul","Negativo / Não Detectável",58
Bahia,"Negativo / Não Detectável",39
Bahia,"Positivo / Detectável",18
"Santa Catarina","Negativo / Não Detectável",18
"Santa Catarina","Positivo / Detectável",15
"Mato Grosso do Sul","Negativo / Não Detectável",19
"Mato Grosso do Sul","Positivo / Detectável",2
Pernambuco,"Positivo / Detectável",11
Pernambuco,"Negativo / Não Detectável",7
"Espírito Santo","Negativo / Não Detectável",16
"Espírito Santo","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",15
Amazonas,"Positivo / Detectável",1
"Goiás","Negativo / Não Detectável",11
"Goiás","Positivo / Detectável",3
"Piauí","Negativo / Não Detectável",10
"Piauí","Positivo / Detectável",3
"Maranhão","Negativo / Não Detectável",9
"Maranhão","Positivo / Detectável",3
Tocantins,"Negativo / Não Detectável",12
Sergipe,"Negativo / Não Detectável",6
Sergipe,"Positivo / Detectável",4
"Ceará","Negativo / Não Detectável",5
"Ceará","Positivo / Detectável",4
"Paraíba","Negativo / Não Detectável",6
"Paraíba","Positivo / Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",8
"Pará","Negativo / Não Detectável",4
"Pará","Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",2
"Mato Grosso","Positivo / Detectável",1
"Rondônia","Negativo / Não Detectável",2
"Rondônia","Positivo / Detectável",1
Alagoas,"Negativo / Não Detectável",1
Alagoas,"Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",1
Roraima,"Negativo / Não Detectável",1
