"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",47
"São Paulo","Positivo / Detectável",6
"Paraná","Negativo / Não Detectável",24
"Paraná","Positivo / Detectável",9
"Minas Gerais","Negativo / Não Detectável",28
"Minas Gerais","Positivo / Detectável",4
"Rio de Janeiro","Negativo / Não Detectável",16
"Rio de Janeiro","Positivo / Detectável",12
Bahia,"Negativo / Não Detectável",12
Bahia,"Positivo / Detectável",7
Amazonas,"Negativo / Não Detectável",14
Amazonas,"Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",11
"Ceará","Positivo / Detectável",3
"Maranhão","Negativo / Não Detectável",9
"Maranhão","Positivo / Detectável",2
Pernambuco,"Negativo / Não Detectável",9
Pernambuco,"Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",10
"Goiás","Negativo / Não Detectável",6
"Goiás","Positivo / Detectável",3
"Mato Grosso do Sul","Negativo / Não Detectável",8
"Santa Catarina","Positivo / Detectável",6
Sergipe,"Negativo / Não Detectável",5
Sergipe,"Positivo / Detectável",1
"Piauí","Negativo / Não Detectável",4
"Piauí","Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",4
Acre,"Negativo / Não Detectável",2
Acre,"Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",3
"Pará","Negativo / Não Detectável",2
"Pará","Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",3
Alagoas,"Negativo / Não Detectável",2
"Rio Grande do Norte","Positivo / Detectável",1
