"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",17
"Paraná","Positivo / Detectável",5
"São Paulo","Negativo / Não Detectável",12
"São Paulo","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",5
Acre,"Positivo / Detectável",1
"Ceará","Negativo / Não Detectável",3
"Ceará","Positivo / Detectável",2
"Santa Catarina","Negativo / Não Detectável",4
"Santa Catarina","Positivo / Detectável",1
"Mato Grosso do Sul","Negativo / Não Detectável",4
"Minas Gerais","Negativo / Não Detectável",2
"Minas Gerais","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",2
"Rio Grande do Sul","Positivo / Detectável",1
"Rio de Janeiro","Negativo / Não Detectável",2
"Amapá","Negativo / Não Detectável",1
Amazonas,"Negativo / Não Detectável",1
Tocantins,"Negativo / Não Detectável",1
