"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",653
"São Paulo","Positivo / Detectável",355
"São Paulo","Inconclusivo / Indeterminado",6
"Ceará","Positivo / Detectável",460
"Ceará","Negativo / Não Detectável",92
"Ceará","Inconclusivo / Indeterminado",15
Bahia,"Negativo / Não Detectável",387
Bahia,"Positivo / Detectável",95
"Rio de Janeiro","Positivo / Detectável",305
"Rio de Janeiro","Negativo / Não Detectável",147
"Rio de Janeiro","Inconclusivo / Indeterminado",8
Pernambuco,"Positivo / Detectável",221
Pernambuco,"Negativo / Não Detectável",165
"Minas Gerais","Negativo / Não Detectável",330
"Minas Gerais","Positivo / Detectável",15
"Minas Gerais","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",207
"Pará","Negativo / Não Detectável",48
"Pará","Inconclusivo / Indeterminado",3
"Espírito Santo","Negativo / Não Detectável",155
"Espírito Santo","Positivo / Detectável",80
"Espírito Santo","Inconclusivo / Indeterminado",3
"Amapá","Positivo / Detectável",161
"Amapá","Negativo / Não Detectável",50
"Santa Catarina","Negativo / Não Detectável",164
"Santa Catarina","Positivo / Detectável",45
"Santa Catarina","Inconclusivo / Indeterminado",2
"Paraná","Negativo / Não Detectável",187
"Paraná","Positivo / Detectável",20
"Maranhão","Positivo / Detectável",144
"Maranhão","Negativo / Não Detectável",50
"Rondônia","Negativo / Não Detectável",123
"Rondônia","Positivo / Detectável",32
Sergipe,"Negativo / Não Detectável",108
Sergipe,"Positivo / Detectável",44
"Rio Grande do Sul","Negativo / Não Detectável",96
"Rio Grande do Sul","Positivo / Detectável",33
Alagoas,"Positivo / Detectável",81
Alagoas,"Negativo / Não Detectável",45
Acre,"Negativo / Não Detectável",75
Acre,"Positivo / Detectável",31
"Rio Grande do Norte","Negativo / Não Detectável",61
"Rio Grande do Norte","Positivo / Detectável",25
"Goiás","Negativo / Não Detectável",74
"Goiás","Positivo / Detectável",7
"Paraíba","Negativo / Não Detectável",38
"Paraíba","Positivo / Detectável",28
"Piauí","Negativo / Não Detectável",43
"Piauí","Positivo / Detectável",22
"Piauí","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",48
"Mato Grosso do Sul","Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",7
Roraima,"Positivo / Detectável",6
"Mato Grosso","Negativo / Não Detectável",10
Tocantins,"Negativo / Não Detectável",4
Tocantins,"Positivo / Detectável",2
Amazonas,"Negativo / Não Detectável",1
Amazonas,"Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",1
"Distrito Federal","Positivo / Detectável",1
