"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",623
"São Paulo","Positivo / Detectável",201
"São Paulo","Inconclusivo / Indeterminado",7
"Paraná","Negativo / Não Detectável",273
"Paraná","Positivo / Detectável",42
"Ceará","Negativo / Não Detectável",174
"Ceará","Positivo / Detectável",60
Bahia,"Negativo / Não Detectável",199
Bahia,"Positivo / Detectável",22
"Minas Gerais","Negativo / Não Detectável",202
"Minas Gerais","Positivo / Detectável",15
"Minas Gerais","Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável",133
Pernambuco,"Positivo / Detectável",14
Pernambuco,"Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável",131
"Santa Catarina","Positivo / Detectável",17
Amazonas,"Negativo / Não Detectável",142
Amazonas,"Inconclusivo / Indeterminado",2
Amazonas,"Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",103
"Rio Grande do Sul","Positivo / Detectável",7
"Piauí","Negativo / Não Detectável",83
"Piauí","Positivo / Detectável",12
"Rio de Janeiro","Negativo / Não Detectável",79
"Rio de Janeiro","Positivo / Detectável",15
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",80
"Rio Grande do Norte","Positivo / Detectável",11
"Goiás","Negativo / Não Detectável",77
"Goiás","Positivo / Detectável",6
"Mato Grosso do Sul","Negativo / Não Detectável",75
"Mato Grosso do Sul","Positivo / Detectável",2
"Pará","Negativo / Não Detectável",67
"Pará","Positivo / Detectável",7
"Espírito Santo","Negativo / Não Detectável",58
"Espírito Santo","Positivo / Detectável",6
Alagoas,"Negativo / Não Detectável",33
Alagoas,"Positivo / Detectável",2
Alagoas,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",25
"Paraíba","Positivo / Detectável",5
"Amapá","Negativo / Não Detectável",23
"Amapá","Positivo / Detectável",3
"Maranhão","Negativo / Não Detectável",16
"Maranhão","Positivo / Detectável",6
"Rondônia","Negativo / Não Detectável",18
"Rondônia","Positivo / Detectável",3
"Mato Grosso","Negativo / Não Detectável",20
Sergipe,"Negativo / Não Detectável",17
Sergipe,"Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",15
Tocantins,"Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",9
Roraima,"Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",2
"Distrito Federal","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",1
Acre,"Positivo / Detectável",1
