"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável",34
"Paraná","Positivo / Detectável",8
Bahia,"Negativo / Não Detectável",28
Bahia,"Positivo / Detectável",2
"Minas Gerais","Negativo / Não Detectável",23
"Minas Gerais","Positivo / Detectável",3
"Minas Gerais","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável",14
"Rio de Janeiro","Positivo / Detectável",6
"São Paulo","Negativo / Não Detectável",11
"São Paulo","Positivo / Detectável",8
Pernambuco,"Negativo / Não Detectável",11
Pernambuco,"Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",11
"Rio Grande do Sul","Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",10
"Goiás","Negativo / Não Detectável",6
"Goiás","Positivo / Detectável",3
"Ceará","Positivo / Detectável",7
"Ceará","Negativo / Não Detectável",1
"Mato Grosso do Sul","Negativo / Não Detectável",7
"Mato Grosso do Sul","Positivo / Detectável",1
"Espírito Santo","Negativo / Não Detectável",6
"Espírito Santo","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",5
Acre,"Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",6
"Santa Catarina","Negativo / Não Detectável",4
"Santa Catarina","Positivo / Detectável",2
"Mato Grosso","Negativo / Não Detectável",2
"Piauí","Negativo / Não Detectável",1
"Piauí","Positivo / Detectável",1
"Pará","Positivo / Detectável",1
Tocantins,"Negativo / Não Detectável",1
