"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.411"
"São Paulo","Positivo / Detectável",236
"Paraná","Negativo / Não Detectável",630
"Paraná","Positivo / Detectável",59
"Minas Gerais","Negativo / Não Detectável",588
"Minas Gerais","Positivo / Detectável",12
"Minas Gerais","Inconclusivo / Indeterminado",2
Bahia,"Negativo / Não Detectável",494
Bahia,"Positivo / Detectável",45
"Ceará","Negativo / Não Detectável",415
"Ceará","Positivo / Detectável",122
"Ceará","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável",313
"Rio de Janeiro","Positivo / Detectável",30
"Rio de Janeiro","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",246
"Rio Grande do Sul","Positivo / Detectável",9
Amazonas,"Negativo / Não Detectável",154
Amazonas,"Positivo / Detectável",19
Amazonas,"Inconclusivo / Indeterminado",1
"Goiás","Negativo / Não Detectável",156
"Goiás","Positivo / Detectável",16
"Rio Grande do Norte","Negativo / Não Detectável",132
"Rio Grande do Norte","Positivo / Detectável",29
"Maranhão","Negativo / Não Detectável",137
"Maranhão","Positivo / Detectável",19
Pernambuco,"Negativo / Não Detectável",125
Pernambuco,"Positivo / Detectável",18
"Santa Catarina","Negativo / Não Detectável",129
"Santa Catarina","Positivo / Detectável",13
"Espírito Santo","Negativo / Não Detectável",124
"Espírito Santo","Positivo / Detectável",14
"Mato Grosso do Sul","Negativo / Não Detectável",125
"Mato Grosso do Sul","Positivo / Detectável",11
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Amapá","Negativo / Não Detectável",113
"Amapá","Positivo / Detectável",5
"Pará","Negativo / Não Detectável",100
"Pará","Positivo / Detectável",16
"Piauí","Negativo / Não Detectável",76
"Piauí","Positivo / Detectável",15
Sergipe,"Negativo / Não Detectável",65
Sergipe,"Positivo / Detectável",12
"Rondônia","Negativo / Não Detectável",71
"Rondônia","Positivo / Detectável",4
Alagoas,"Negativo / Não Detectável",66
Alagoas,"Positivo / Detectável",6
Alagoas,"Inconclusivo / Indeterminado",2
"Paraíba","Negativo / Não Detectável",53
"Paraíba","Positivo / Detectável",7
Tocantins,"Negativo / Não Detectável",49
Tocantins,"Positivo / Detectável",6
"Mato Grosso","Negativo / Não Detectável",46
"Mato Grosso","Positivo / Detectável",1
Acre,"Negativo / Não Detectável",26
Acre,"Positivo / Detectável",1
Roraima,"Negativo / Não Detectável",9
Roraima,"Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",4
