"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","4.170"
"Paraná","Positivo / Detectável",904
"Paraná","Inconclusivo / Indeterminado",2
"São Paulo","Negativo / Não Detectável","3.607"
"São Paulo","Positivo / Detectável","1.272"
"São Paulo","Inconclusivo / Indeterminado",18
"Rio Grande do Sul","Negativo / Não Detectável","2.282"
"Rio Grande do Sul","Positivo / Detectável",675
"Rio Grande do Sul","Inconclusivo / Indeterminado",22
Bahia,"Negativo / Não Detectável","1.466"
Bahia,"Positivo / Detectável",939
Bahia,"Inconclusivo / Indeterminado",83
"Ceará","Negativo / Não Detectável","1.818"
"Ceará","Positivo / Detectável",393
"Ceará","Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável","1.539"
"Santa Catarina","Positivo / Detectável",581
"Santa Catarina","Inconclusivo / Indeterminado",2
Pernambuco,"Negativo / Não Detectável","1.650"
Pernambuco,"Positivo / Detectável",343
Pernambuco,"Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável","1.156"
"Rio de Janeiro","Positivo / Detectável",366
"Rio de Janeiro","Inconclusivo / Indeterminado",29
"Minas Gerais","Negativo / Não Detectável","1.021"
"Minas Gerais","Positivo / Detectável",330
"Minas Gerais","Inconclusivo / Indeterminado",7
Sergipe,"Negativo / Não Detectável",458
Sergipe,"Positivo / Detectável",444
"Mato Grosso do Sul","Negativo / Não Detectável",686
"Mato Grosso do Sul","Positivo / Detectável",184
"Mato Grosso do Sul","Inconclusivo / Indeterminado",2
"Pará","Negativo / Não Detectável",438
"Pará","Positivo / Detectável",176
"Pará","Inconclusivo / Indeterminado",4
"Rio Grande do Norte","Negativo / Não Detectável",517
"Rio Grande do Norte","Positivo / Detectável",91
"Goiás","Negativo / Não Detectável",351
"Goiás","Positivo / Detectável",123
"Rondônia","Negativo / Não Detectável",295
"Rondônia","Positivo / Detectável",111
"Rondônia","Inconclusivo / Indeterminado",3
"Paraíba","Negativo / Não Detectável",277
"Paraíba","Positivo / Detectável",76
Tocantins,"Negativo / Não Detectável",221
Tocantins,"Positivo / Detectável",94
Amazonas,"Negativo / Não Detectável",212
Amazonas,"Positivo / Detectável",68
Amazonas,"Inconclusivo / Indeterminado",3
"Maranhão","Negativo / Não Detectável",145
"Maranhão","Positivo / Detectável",17
"Mato Grosso","Negativo / Não Detectável",113
"Mato Grosso","Positivo / Detectável",42
Acre,"Negativo / Não Detectável",98
Acre,"Positivo / Detectável",32
Roraima,"Negativo / Não Detectável",56
Roraima,"Positivo / Detectável",55
Alagoas,"Negativo / Não Detectável",49
Alagoas,"Positivo / Detectável",7
"Distrito Federal","Negativo / Não Detectável",26
"Distrito Federal","Positivo / Detectável",3
"Piauí","Negativo / Não Detectável",12
"Piauí","Positivo / Detectável",4
"Espírito Santo","Negativo / Não Detectável",6
"Espírito Santo","Positivo / Detectável",5
"Amapá","Negativo / Não Detectável",3
"Amapá","Positivo / Detectável",1
