"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",90
"São Paulo","Positivo / Detectável",25
"Minas Gerais","Negativo / Não Detectável",46
"Minas Gerais","Positivo / Detectável",6
"Rio de Janeiro","Negativo / Não Detectável",33
"Rio de Janeiro","Positivo / Detectável",10
"Goiás","Negativo / Não Detectável",34
"Goiás","Positivo / Detectável",7
"Paraná","Negativo / Não Detectável",22
"Paraná","Positivo / Detectável",12
Bahia,"Negativo / Não Detectável",20
Bahia,"Positivo / Detectável",9
"Espírito Santo","Negativo / Não Detectável",24
"Espírito Santo","Positivo / Detectável",3
"Santa Catarina","Negativo / Não Detectável",12
"Santa Catarina","Positivo / Detectável",4
"Maranhão","Negativo / Não Detectável",9
"Maranhão","Positivo / Detectável",4
"Mato Grosso do Sul","Negativo / Não Detectável",11
"Mato Grosso do Sul","Positivo / Detectável",1
"Rio Grande do Sul","Negativo / Não Detectável",12
Pernambuco,"Negativo / Não Detectável",8
Pernambuco,"Positivo / Detectável",2
"Ceará","Negativo / Não Detectável",4
"Ceará","Positivo / Detectável",4
"Pará","Negativo / Não Detectável",5
"Pará","Positivo / Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",5
"Rio Grande do Norte","Positivo / Detectável",2
Acre,"Negativo / Não Detectável",2
"Paraíba","Negativo / Não Detectável",1
"Paraíba","Positivo / Detectável",1
Tocantins,"Positivo / Detectável",2
