"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.421"
"São Paulo","Positivo / Detectável",470
"São Paulo","Inconclusivo / Indeterminado",4
"Paraná","Negativo / Não Detectável",610
"Paraná","Positivo / Detectável",55
Bahia,"Negativo / Não Detectável",463
Bahia,"Positivo / Detectável",39
"Rio de Janeiro","Negativo / Não Detectável",282
"Rio de Janeiro","Positivo / Detectável",136
"Rio de Janeiro","Inconclusivo / Indeterminado",7
"Minas Gerais","Negativo / Não Detectável",391
"Minas Gerais","Positivo / Detectável",22
"Minas Gerais","Inconclusivo / Indeterminado",5
"Ceará","Negativo / Não Detectável",260
"Ceará","Positivo / Detectável",102
"Ceará","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",269
"Rio Grande do Sul","Positivo / Detectável",28
"Santa Catarina","Negativo / Não Detectável",205
"Santa Catarina","Positivo / Detectável",31
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",181
"Rio Grande do Norte","Positivo / Detectável",31
Amazonas,"Negativo / Não Detectável",162
Amazonas,"Positivo / Detectável",36
Amazonas,"Inconclusivo / Indeterminado",7
"Pará","Negativo / Não Detectável",179
"Pará","Positivo / Detectável",25
"Goiás","Negativo / Não Detectável",166
"Goiás","Positivo / Detectável",18
"Espírito Santo","Negativo / Não Detectável",143
"Espírito Santo","Positivo / Detectável",19
Pernambuco,"Negativo / Não Detectável",141
Pernambuco,"Positivo / Detectável",17
Pernambuco,"Inconclusivo / Indeterminado",3
"Piauí","Negativo / Não Detectável",105
"Piauí","Positivo / Detectável",27
"Mato Grosso do Sul","Negativo / Não Detectável",120
"Mato Grosso do Sul","Positivo / Detectável",8
"Maranhão","Negativo / Não Detectável",96
"Maranhão","Positivo / Detectável",18
"Amapá","Negativo / Não Detectável",67
"Amapá","Positivo / Detectável",18
"Paraíba","Negativo / Não Detectável",65
"Paraíba","Positivo / Detectável",2
"Rondônia","Negativo / Não Detectável",55
"Rondônia","Positivo / Detectável",2
Alagoas,"Negativo / Não Detectável",48
Alagoas,"Positivo / Detectável",3
Sergipe,"Negativo / Não Detectável",42
Sergipe,"Positivo / Detectável",3
"Mato Grosso","Negativo / Não Detectável",34
"Mato Grosso","Positivo / Detectável",7
"Mato Grosso","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",31
Tocantins,"Positivo / Detectável",2
Roraima,"Negativo / Não Detectável",20
Roraima,"Positivo / Detectável",11
Acre,"Negativo / Não Detectável",3
"Distrito Federal","Negativo / Não Detectável",1
