"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",161
"São Paulo","Positivo / Detectável",49
"Rio de Janeiro","Negativo / Não Detectável",107
"Rio de Janeiro","Positivo / Detectável",18
"Paraná","Negativo / Não Detectável",85
"Paraná","Positivo / Detectável",24
"Minas Gerais","Negativo / Não Detectável",84
"Minas Gerais","Positivo / Detectável",13
Bahia,"Negativo / Não Detectável",48
Bahia,"Positivo / Detectável",20
"Espírito Santo","Negativo / Não Detectável",33
"Espírito Santo","Positivo / Detectável",8
"Santa Catarina","Negativo / Não Detectável",31
"Santa Catarina","Positivo / Detectável",8
"Rio Grande do Sul","Negativo / Não Detectável",36
"Rio Grande do Sul","Positivo / Detectável",1
"Maranhão","Negativo / Não Detectável",14
"Maranhão","Positivo / Detectável",5
"Goiás","Negativo / Não Detectável",16
"Goiás","Positivo / Detectável",1
"Pará","Negativo / Não Detectável",9
"Pará","Positivo / Detectável",6
"Piauí","Negativo / Não Detectável",13
"Piauí","Positivo / Detectável",2
Acre,"Negativo / Não Detectável",13
Acre,"Positivo / Detectável",1
Amazonas,"Negativo / Não Detectável",13
Amazonas,"Positivo / Detectável",1
Sergipe,"Negativo / Não Detectável",9
Sergipe,"Positivo / Detectável",5
"Ceará","Positivo / Detectável",8
"Ceará","Negativo / Não Detectável",2
"Rio Grande do Norte","Negativo / Não Detectável",7
"Rio Grande do Norte","Positivo / Detectável",3
"Mato Grosso do Sul","Negativo / Não Detectável",8
"Mato Grosso do Sul","Positivo / Detectável",1
"Distrito Federal","Negativo / Não Detectável",8
Tocantins,"Negativo / Não Detectável",5
Tocantins,"Inconclusivo / Indeterminado",1
Tocantins,"Positivo / Detectável",1
"Paraíba","Negativo / Não Detectável",5
Pernambuco,"Positivo / Detectável",2
Pernambuco,"Negativo / Não Detectável",1
"Rondônia","Negativo / Não Detectável",2
"Rondônia","Positivo / Detectável",1
Alagoas,"Positivo / Detectável",1
