"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","5.713"
"São Paulo","Positivo / Detectável","3.506"
"São Paulo","Inconclusivo / Indeterminado",24
"Paraná","Negativo / Não Detectável","6.531"
"Paraná","Positivo / Detectável","2.003"
"Paraná","Inconclusivo / Indeterminado",29
Bahia,"Negativo / Não Detectável","2.512"
Bahia,"Positivo / Detectável","1.007"
Bahia,"Inconclusivo / Indeterminado",17
"Santa Catarina","Negativo / Não Detectável","1.390"
"Santa Catarina","Positivo / Detectável","1.045"
"Santa Catarina","Inconclusivo / Indeterminado",6
Pernambuco,"Negativo / Não Detectável","1.245"
Pernambuco,"Positivo / Detectável",690
Pernambuco,"Inconclusivo / Indeterminado",19
"Rio Grande do Sul","Negativo / Não Detectável","1.243"
"Rio Grande do Sul","Positivo / Detectável",666
"Rio Grande do Sul","Inconclusivo / Indeterminado",3
"Mato Grosso do Sul","Negativo / Não Detectável","1.311"
"Mato Grosso do Sul","Positivo / Detectável",426
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável","1.057"
"Minas Gerais","Positivo / Detectável",479
"Minas Gerais","Inconclusivo / Indeterminado",32
"Rio de Janeiro","Negativo / Não Detectável",947
"Rio de Janeiro","Positivo / Detectável",311
"Rio de Janeiro","Inconclusivo / Indeterminado",6
"Espírito Santo","Negativo / Não Detectável",587
"Espírito Santo","Positivo / Detectável",416
"Espírito Santo","Inconclusivo / Indeterminado",6
"Ceará","Negativo / Não Detectável",654
"Ceará","Positivo / Detectável",302
"Ceará","Inconclusivo / Indeterminado",3
Sergipe,"Positivo / Detectável",509
Sergipe,"Negativo / Não Detectável",374
"Rondônia","Positivo / Detectável",350
"Rondônia","Negativo / Não Detectável",270
"Rondônia","Inconclusivo / Indeterminado",4
"Rio Grande do Norte","Negativo / Não Detectável",336
"Rio Grande do Norte","Positivo / Detectável",254
Tocantins,"Positivo / Detectável",399
Tocantins,"Negativo / Não Detectável",165
"Pará","Negativo / Não Detectável",310
"Pará","Positivo / Detectável",89
"Goiás","Negativo / Não Detectável",190
"Goiás","Positivo / Detectável",140
"Piauí","Negativo / Não Detectável",210
"Piauí","Positivo / Detectável",116
Acre,"Negativo / Não Detectável",174
Acre,"Positivo / Detectável",115
Acre,"Inconclusivo / Indeterminado",8
"Maranhão","Negativo / Não Detectável",187
"Maranhão","Positivo / Detectável",40
"Paraíba","Negativo / Não Detectável",113
"Paraíba","Positivo / Detectável",69
Roraima,"Negativo / Não Detectável",91
Roraima,"Positivo / Detectável",37
Amazonas,"Negativo / Não Detectável",83
Amazonas,"Positivo / Detectável",36
"Amapá","Negativo / Não Detectável",83
"Amapá","Positivo / Detectável",14
Alagoas,"Negativo / Não Detectável",59
Alagoas,"Positivo / Detectável",25
"Distrito Federal","Negativo / Não Detectável",6
"Distrito Federal","Positivo / Detectável",5
"Mato Grosso","Negativo / Não Detectável",6
"Mato Grosso","Positivo / Detectável",5
