"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","6.256"
"São Paulo","Positivo / Detectável","3.626"
"São Paulo","Inconclusivo / Indeterminado",20
"Paraná","Negativo / Não Detectável","7.075"
"Paraná","Positivo / Detectável","2.284"
"Paraná","Inconclusivo / Indeterminado",2
Bahia,"Negativo / Não Detectável","2.671"
Bahia,"Positivo / Detectável","1.304"
Bahia,"Inconclusivo / Indeterminado",8
"Rio Grande do Sul","Negativo / Não Detectável","1.794"
"Rio Grande do Sul","Positivo / Detectável",650
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável","1.695"
Pernambuco,"Positivo / Detectável",447
Pernambuco,"Inconclusivo / Indeterminado",3
"Santa Catarina","Negativo / Não Detectável","1.478"
"Santa Catarina","Positivo / Detectável",611
"Santa Catarina","Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável","1.429"
"Rio de Janeiro","Positivo / Detectável",450
"Rio de Janeiro","Inconclusivo / Indeterminado",5
"Ceará","Negativo / Não Detectável","1.404"
"Ceará","Positivo / Detectável",419
"Minas Gerais","Negativo / Não Detectável","1.158"
"Minas Gerais","Positivo / Detectável",383
"Minas Gerais","Inconclusivo / Indeterminado",37
"Mato Grosso do Sul","Negativo / Não Detectável","1.101"
"Mato Grosso do Sul","Positivo / Detectável",417
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",693
Tocantins,"Positivo / Detectável",682
Sergipe,"Negativo / Não Detectável","1.008"
Sergipe,"Positivo / Detectável",306
"Espírito Santo","Negativo / Não Detectável",798
"Espírito Santo","Positivo / Detectável",456
"Espírito Santo","Inconclusivo / Indeterminado",21
"Goiás","Negativo / Não Detectável",740
"Goiás","Positivo / Detectável",374
"Goiás","Inconclusivo / Indeterminado",1
"Rio Grande do Norte","Negativo / Não Detectável",678
"Rio Grande do Norte","Positivo / Detectável",258
"Rondônia","Positivo / Detectável",457
"Rondônia","Negativo / Não Detectável",418
"Rondônia","Inconclusivo / Indeterminado",6
"Piauí","Negativo / Não Detectável",236
"Piauí","Positivo / Detectável",134
"Piauí","Inconclusivo / Indeterminado",1
"Pará","Negativo / Não Detectável",295
"Pará","Positivo / Detectável",74
"Paraíba","Negativo / Não Detectável",240
"Paraíba","Positivo / Detectável",73
"Maranhão","Negativo / Não Detectável",264
"Maranhão","Positivo / Detectável",39
Acre,"Negativo / Não Detectável",187
Acre,"Positivo / Detectável",78
Amazonas,"Negativo / Não Detectável",108
Amazonas,"Positivo / Detectável",50
Roraima,"Negativo / Não Detectável",98
Roraima,"Positivo / Detectável",28
Alagoas,"Negativo / Não Detectável",81
Alagoas,"Positivo / Detectável",13
"Mato Grosso","Negativo / Não Detectável",51
"Mato Grosso","Positivo / Detectável",28
"Amapá","Negativo / Não Detectável",47
"Amapá","Positivo / Detectável",13
"Distrito Federal","Negativo / Não Detectável",24
"Distrito Federal","Positivo / Detectável",8
