"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável",709
"São Paulo","Positivo / Detectável",128
"São Paulo","Inconclusivo / Indeterminado",3
"Ceará","Negativo / Não Detectável",342
"Ceará","Positivo / Detectável",113
"Ceará","Inconclusivo / Indeterminado",5
"Minas Gerais","Negativo / Não Detectável",283
"Minas Gerais","Positivo / Detectável",10
"Paraná","Negativo / Não Detectável",245
"Paraná","Positivo / Detectável",42
Bahia,"Negativo / Não Detectável",199
Bahia,"Positivo / Detectável",27
"Goiás","Negativo / Não Detectável",142
"Goiás","Positivo / Detectável",9
"Rio Grande do Sul","Negativo / Não Detectável",141
"Rio Grande do Sul","Positivo / Detectável",9
"Rio de Janeiro","Negativo / Não Detectável",114
"Rio de Janeiro","Positivo / Detectável",8
"Rio de Janeiro","Inconclusivo / Indeterminado",1
"Maranhão","Negativo / Não Detectável",96
"Maranhão","Positivo / Detectável",16
"Pará","Negativo / Não Detectável",96
"Pará","Positivo / Detectável",12
"Piauí","Negativo / Não Detectável",87
"Piauí","Positivo / Detectável",12
"Espírito Santo","Negativo / Não Detectável",87
"Espírito Santo","Positivo / Detectável",9
"Mato Grosso do Sul","Negativo / Não Detectável",84
"Mato Grosso do Sul","Positivo / Detectável",5
Pernambuco,"Negativo / Não Detectável",78
Pernambuco,"Positivo / Detectável",10
"Santa Catarina","Negativo / Não Detectável",59
"Santa Catarina","Positivo / Detectável",16
"Santa Catarina","Inconclusivo / Indeterminado",2
Alagoas,"Negativo / Não Detectável",68
Alagoas,"Positivo / Detectável",5
Alagoas,"Inconclusivo / Indeterminado",3
"Amapá","Negativo / Não Detectável",69
"Amapá","Positivo / Detectável",3
"Paraíba","Negativo / Não Detectável",60
"Paraíba","Positivo / Detectável",4
"Rondônia","Negativo / Não Detectável",58
"Rondônia","Positivo / Detectável",6
"Rio Grande do Norte","Negativo / Não Detectável",39
"Rio Grande do Norte","Positivo / Detectável",11
Sergipe,"Negativo / Não Detectável",31
Sergipe,"Positivo / Detectável",5
Acre,"Negativo / Não Detectável",24
Acre,"Positivo / Detectável",8
Amazonas,"Negativo / Não Detectável",30
Tocantins,"Negativo / Não Detectável",28
Tocantins,"Positivo / Detectável",1
"Mato Grosso","Negativo / Não Detectável",27
Roraima,"Negativo / Não Detectável",4
Roraima,"Positivo / Detectável",2
"Distrito Federal","Negativo / Não Detectável",1
