"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.475"
"São Paulo","Positivo / Detectável",552
"São Paulo","Inconclusivo / Indeterminado",33
Bahia,"Negativo / Não Detectável","1.095"
Bahia,"Positivo / Detectável",580
Bahia,"Inconclusivo / Indeterminado",15
"Paraná","Negativo / Não Detectável","1.289"
"Paraná","Positivo / Detectável",261
"Paraná","Inconclusivo / Indeterminado",1
"Rio de Janeiro","Negativo / Não Detectável",606
"Rio de Janeiro","Positivo / Detectável",309
"Rio de Janeiro","Inconclusivo / Indeterminado",7
Pernambuco,"Negativo / Não Detectável",503
Pernambuco,"Positivo / Detectável",389
Pernambuco,"Inconclusivo / Indeterminado",11
"Espírito Santo","Positivo / Detectável",441
"Espírito Santo","Negativo / Não Detectável",393
"Espírito Santo","Inconclusivo / Indeterminado",36
"Santa Catarina","Negativo / Não Detectável",690
"Santa Catarina","Positivo / Detectável",171
"Santa Catarina","Inconclusivo / Indeterminado",1
"Rio Grande do Sul","Negativo / Não Detectável",474
"Rio Grande do Sul","Positivo / Detectável",86
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
Tocantins,"Negativo / Não Detectável",377
Tocantins,"Positivo / Detectável",180
Sergipe,"Positivo / Detectável",425
Sergipe,"Negativo / Não Detectável",104
"Ceará","Positivo / Detectável",294
"Ceará","Negativo / Não Detectável",216
"Ceará","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",417
"Mato Grosso do Sul","Positivo / Detectável",83
"Mato Grosso do Sul","Inconclusivo / Indeterminado",1
"Minas Gerais","Negativo / Não Detectável",383
"Minas Gerais","Positivo / Detectável",92
"Minas Gerais","Inconclusivo / Indeterminado",6
"Amapá","Positivo / Detectável",233
"Amapá","Negativo / Não Detectável",186
"Amapá","Inconclusivo / Indeterminado",2
"Mato Grosso","Negativo / Não Detectável",260
"Mato Grosso","Positivo / Detectável",127
"Rio Grande do Norte","Positivo / Detectável",203
"Rio Grande do Norte","Negativo / Não Detectável",152
"Rio Grande do Norte","Inconclusivo / Indeterminado",2
Amazonas,"Negativo / Não Detectável",272
Amazonas,"Positivo / Detectável",77
Amazonas,"Inconclusivo / Indeterminado",1
"Piauí","Positivo / Detectável",170
"Piauí","Negativo / Não Detectável",161
"Piauí","Inconclusivo / Indeterminado",1
"Pará","Positivo / Detectável",161
"Pará","Negativo / Não Detectável",150
"Maranhão","Negativo / Não Detectável",179
"Maranhão","Positivo / Detectável",122
"Maranhão","Inconclusivo / Indeterminado",1
"Rondônia","Positivo / Detectável",157
"Rondônia","Negativo / Não Detectável",119
"Rondônia","Inconclusivo / Indeterminado",21
"Paraíba","Positivo / Detectável",113
"Paraíba","Negativo / Não Detectável",111
Alagoas,"Positivo / Detectável",134
Alagoas,"Negativo / Não Detectável",20
Acre,"Positivo / Detectável",87
Acre,"Negativo / Não Detectável",62
Roraima,"Positivo / Detectável",119
Roraima,"Negativo / Não Detectável",20
"Goiás","Negativo / Não Detectável",94
"Goiás","Positivo / Detectável",26
"Distrito Federal","Negativo / Não Detectável",2
