"UF de residência",Resultados,"Nº de exames realizados"
"Paraná","Negativo / Não Detectável","5.061"
"Paraná","Positivo / Detectável","1.099"
"Paraná","Inconclusivo / Indeterminado",2
"São Paulo","Negativo / Não Detectável","4.257"
"São Paulo","Positivo / Detectável","1.818"
"São Paulo","Inconclusivo / Indeterminado",33
"Ceará","Negativo / Não Detectável","2.490"
"Ceará","Positivo / Detectável",401
"Ceará","Inconclusivo / Indeterminado",3
Bahia,"Negativo / Não Detectável","1.586"
Bahia,"Positivo / Detectável",992
Bahia,"Inconclusivo / Indeterminado",63
"Rio Grande do Sul","Negativo / Não Detectável","1.755"
"Rio Grande do Sul","Positivo / Detectável",554
"Rio Grande do Sul","Inconclusivo / Indeterminado",14
"Santa Catarina","Negativo / Não Detectável","1.389"
"Santa Catarina","Positivo / Detectável",318
"Santa Catarina","Inconclusivo / Indeterminado",3
Pernambuco,"Negativo / Não Detectável","1.471"
Pernambuco,"Positivo / Detectável",206
Pernambuco,"Inconclusivo / Indeterminado",2
"Rio de Janeiro","Negativo / Não Detectável","1.150"
"Rio de Janeiro","Positivo / Detectável",393
"Rio de Janeiro","Inconclusivo / Indeterminado",27
"Minas Gerais","Negativo / Não Detectável","1.012"
"Minas Gerais","Positivo / Detectável",345
"Minas Gerais","Inconclusivo / Indeterminado",16
"Espírito Santo","Negativo / Não Detectável",894
"Espírito Santo","Positivo / Detectável",368
"Espírito Santo","Inconclusivo / Indeterminado",4
"Mato Grosso do Sul","Negativo / Não Detectável",745
"Mato Grosso do Sul","Positivo / Detectável",233
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Piauí","Negativo / Não Detectável",690
"Piauí","Positivo / Detectável",256
"Rio Grande do Norte","Negativo / Não Detectável",558
"Rio Grande do Norte","Positivo / Detectável",137
"Rio Grande do Norte","Inconclusivo / Indeterminado",4
"Goiás","Negativo / Não Detectável",437
"Goiás","Positivo / Detectável",177
"Goiás","Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",434
Sergipe,"Positivo / Detectável",171
"Rondônia","Negativo / Não Detectável",468
"Rondônia","Positivo / Detectável",107
Tocantins,"Negativo / Não Detectável",217
Tocantins,"Positivo / Detectável",151
"Pará","Negativo / Não Detectável",235
"Pará","Positivo / Detectável",55
"Pará","Inconclusivo / Indeterminado",3
Amazonas,"Negativo / Não Detectável",235
Amazonas,"Positivo / Detectável",42
Amazonas,"Inconclusivo / Indeterminado",1
"Paraíba","Negativo / Não Detectável",205
"Paraíba","Positivo / Detectável",60
"Mato Grosso","Negativo / Não Detectável",160
"Mato Grosso","Positivo / Detectável",44
"Maranhão","Negativo / Não Detectável",132
"Maranhão","Positivo / Detectável",17
Acre,"Negativo / Não Detectável",119
Acre,"Positivo / Detectável",17
Alagoas,"Negativo / Não Detectável",97
Alagoas,"Positivo / Detectável",9
Alagoas,"Inconclusivo / Indeterminado",1
Roraima,"Negativo / Não Detectável",57
Roraima,"Positivo / Detectável",36
"Distrito Federal","Negativo / Não Detectável",18
"Distrito Federal","Positivo / Detectável",8
"Amapá","Negativo / Não Detectável",3
"Amapá","Positivo / Detectável",1
