"UF de residência",Resultados,"Nº de exames realizados"
"São Paulo","Negativo / Não Detectável","1.357"
"São Paulo","Positivo / Detectável",879
"São Paulo","Inconclusivo / Indeterminado",4
"Paraná","Negativo / Não Detectável","1.320"
"Paraná","Positivo / Detectável",602
"Paraná","Inconclusivo / Indeterminado",2
"Rio Grande do Sul","Negativo / Não Detectável",320
"Rio Grande do Sul","Positivo / Detectável",171
"Rio Grande do Sul","Inconclusivo / Indeterminado",1
"Santa Catarina","Negativo / Não Detectável",325
"Santa Catarina","Positivo / Detectável",150
"Santa Catarina","Inconclusivo / Indeterminado",1
"Mato Grosso do Sul","Negativo / Não Detectável",274
"Mato Grosso do Sul","Positivo / Detectável",175
"Mato Grosso do Sul","Inconclusivo / Indeterminado",3
"Minas Gerais","Negativo / Não Detectável",292
"Minas Gerais","Positivo / Detectável",134
"Minas Gerais","Inconclusivo / Indeterminado",20
Bahia,"Negativo / Não Detectável",233
Bahia,"Positivo / Detectável",129
"Rio de Janeiro","Negativo / Não Detectável",177
"Rio de Janeiro","Positivo / Detectável",176
"Espírito Santo","Negativo / Não Detectável",220
"Espírito Santo","Positivo / Detectável",87
"Espírito Santo","Inconclusivo / Indeterminado",1
Pernambuco,"Negativo / Não Detectável",249
Pernambuco,"Positivo / Detectável",38
"Ceará","Negativo / Não Detectável",180
"Ceará","Positivo / Detectável",82
"Ceará","Inconclusivo / Indeterminado",1
Sergipe,"Negativo / Não Detectável",143
Sergipe,"Positivo / Detectável",34
Tocantins,"Positivo / Detectável",99
Tocantins,"Negativo / Não Detectável",50
"Rio Grande do Norte","Negativo / Não Detectável",98
"Rio Grande do Norte","Positivo / Detectável",35
"Rondônia","Negativo / Não Detectável",60
"Rondônia","Positivo / Detectável",39
"Piauí","Negativo / Não Detectável",59
"Piauí","Positivo / Detectável",31
"Goiás","Positivo / Detectável",45
"Goiás","Negativo / Não Detectável",31
"Paraíba","Negativo / Não Detectável",49
"Paraíba","Positivo / Detectável",27
"Maranhão","Negativo / Não Detectável",53
"Maranhão","Positivo / Detectável",9
"Pará","Negativo / Não Detectável",39
"Pará","Positivo / Detectável",23
Acre,"Negativo / Não Detectável",39
Acre,"Positivo / Detectável",10
Alagoas,"Negativo / Não Detectável",22
Alagoas,"Positivo / Detectável",4
Amazonas,"Negativo / Não Detectável",13
Amazonas,"Positivo / Detectável",4
Roraima,"Negativo / Não Detectável",16
"Mato Grosso","Positivo / Detectável",5
"Mato Grosso","Negativo / Não Detectável",2
"Distrito Federal","Negativo / Não Detectável",3
"Distrito Federal","Positivo / Detectável",1
